order_id,customer_id,order_date,status,region_code
57,441,2025-06-10 20:08:36,DELIVERED,SOUTH
58,182,2024-11-06 07:43:25,DELIVERED,WEST
59,249,2024-11-24 13:28:47,CANCELLED,WEST
60,578,2024-11-04 04:32:34,DELIVERED,CENTRAL
61,,2024-12-16 20:14:22,DELIVERED,WEST
62,71,2025-03-13 18:57:07,SHIPPED,EAST
63,158,2025-05-19 12:58:21,DELIVERED,WEST
64,491,2025-04-18 05:48:54,DELIVERED,WEST
65,369,2025-04-01 00:39:10,RETURNED,NORTH
66,364,2025-01-11 14:23:13,PLACED,WEST
67,340,2025-04-19 10:49:22,PLACED,EAST
68,532,2025-06-26 18:31:38,DELIVERED,WEST
69,475,2025-06-21 11:50:38,DELIVERED,SOUTH
70,26,2025-05-19 11:45:09,DELIVERED,NORTH
71,146,2024-07-22 13:19:00,DELIVERED,SOUTH
72,357,2025-05-28 22:09:23,DELIVERED,WEST
73,308,2024-08-18 08:28:34,SHIPPED,EAST
74,169,2025-02-24 17:26:00,DELIVERED,EAST
75,474,2025-06-11 15:03:56,DELIVERED,SOUTH
76,443,30-03-2025 19:32:51,DELIVERED,SOUTH
77,440,17-06-2024 00:25:27,SHIPPED,EAST
78,65,2025-02-15 10:32:42,CANCELLED,SOUTH
79,202,2025-05-18 10:10:11,DELIVERED,WEST
80,321,2025-05-22 16:20:34,DELIVERED,NORTH
81,469,2024-11-16 12:28:28,DELIVERED,EAST
82,87,2025-03-04 01:02:24,SHIPPED,EAST
83,383,2025-06-20 07:17:49,DELIVERED,CENTRAL
84,393,2025-05-30 03:30:13,DELIVERED,SOUTH
85,502,2024-03-16 08:16:13,DELIVERED,WEST
86,368,22-06-2025 19:54:18,SHIPPED,WEST
87,518,2024-12-31 06:06:09,DELIVERED,WEST
88,455,2025-02-19 19:00:34,DELIVERED,SOUTH
89,282,2025-05-26 21:57:41,SHIPPED,WEST
90,508,2025-04-13 23:38:19,DELIVERED,EAST
91,376,2025-06-26 13:52:53,PLACED,WEST
92,436,2024-09-18 18:35:25,DELIVERED,SOUTH
93,34,2025-06-10 15:57:08,CANCELLED,NORTH
94,121,2025-06-23 05:24:39,SHIPPED,CENTRAL
95,439,2025-06-24 00:20:44,DELIVERED,SOUTH
96,584,2025-04-04 05:50:14,DELIVERED,SOUTH
97,300,2024-10-24 08:46:52,RETURNED,CENTRAL
98,98,2024-05-15 07:33:37,DELIVERED,NORTH
99,130,2025-06-22 01:13:16,SHIPPED,EAST
100,403,2025-05-07 01:02:34,DELIVERED,WEST
101,78,2025-05-31 12:27:34,DELIVERED,WEST
102,285,2025-01-22 14:12:50,DELIVERED,WEST
103,3,2024-12-13 04:08:35,DELIVERED,EAST
104,548,2025-05-10 10:58:50,DELIVERED,SOUTH
105,331,2024-12-26 06:33:29,DELIVERED,CENTRAL
106,352,06-06-2025 08:24:03,DELIVERED,WEST
107,,2025-05-22 21:53:04,DELIVERED,NORTH
108,439,2025-06-24 10:55:46,RETURNED,EAST
109,281,2024-04-06 11:59:00,DELIVERED,EAST
110,170,2023-11-02 05:23:05,DELIVERED,SOUTH
111,94,05-06-2025 14:53:49,DELIVERED,SOUTH
112,532,2025-06-28 06:03:33,PLACED,EAST
113,433,2025-04-02 15:58:51,SHIPPED,NORTH
114,105,2023-12-20 03:48:57,CANCELLED,SOUTH
115,137,2025-03-10 07:50:46,SHIPPED,CENTRAL
116,169,2025-05-11 22:01:26,SHIPPED,SOUTH
117,454,2024-07-15 17:44:03,SHIPPED,NORTH
118,394,2025-06-17 12:47:03,DELIVERED,SOUTH
119,87,2024-04-08 18:10:07,DELIVERED,CENTRAL
120,28,2025-06-26 09:33:56,SHIPPED,CENTRAL
121,402,2025-03-30 09:19:32,DELIVERED,SOUTH
122,116,2024-08-20 06:05:22,DELIVERED,CENTRAL
123,13,2025-04-27 02:50:22,SHIPPED,CENTRAL
124,560,2025-06-26 10:57:45,DELIVERED,NORTH
125,,23-07-2023 10:53:54,SHIPPED,NORTH
126,408,2024-10-06 11:54:22,DELIVERED,WEST
127,412,2023-09-13 00:33:56,DELIVERED,SOUTH
128,318,2025-03-14 08:16:01,SHIPPED,SOUTH
129,401,2025-05-24 17:59:25,CANCELLED,NORTH
130,448,2024-07-02 08:31:24,PLACED,WEST
131,57,2024-08-19 05:35:04,DELIVERED,SOUTH
132,141,23-02-2025 20:54:02,DELIVERED,EAST
133,266,2025-02-24 10:06:13,DELIVERED,EAST
134,121,2025-06-21 14:15:05,DELIVERED,WEST
135,66,2024-09-03 05:44:12,DELIVERED,NORTH
136,524,2024-11-29 20:35:52,CANCELLED,SOUTH
137,262,2024-12-24 23:08:35,DELIVERED,NORTH
138,522,17-01-2024 23:52:49,CANCELLED,SOUTH
139,,2024-03-09 17:00:49,SHIPPED,NORTH
140,430,2025-01-30 14:19:01,DELIVERED,EAST
141,80,2025-06-28 22:28:18,DELIVERED,NORTH
142,529,2024-11-24 20:05:07,PLACED,WEST
143,319,2024-12-29 02:39:56,DELIVERED,EAST
144,578,2025-01-24 01:16:48,SHIPPED,EAST
145,506,2025-06-21 00:38:19,DELIVERED,CENTRAL
146,252,03-11-2024 11:22:49,DELIVERED,SOUTH
147,10,18-09-2024 05:10:35,DELIVERED,EAST
148,543,2025-06-16 13:29:07,RETURNED,SOUTH
149,96,2024-11-09 01:10:48,CANCELLED,CENTRAL
150,382,2024-08-14 02:16:37,PLACED,NORTH
151,404,2025-01-29 12:44:07,PLACED,SOUTH
152,268,2024-12-29 16:11:30,DELIVERED,EAST
153,279,2025-01-14 17:24:52,SHIPPED,CENTRAL
154,109,2025-06-06 23:30:38,DELIVERED,NORTH
155,213,2025-05-19 12:10:20,DELIVERED,NORTH
156,312,2025-06-29 08:38:58,PLACED,EAST
157,255,2025-06-28 03:48:31,PLACED,EAST
158,179,2025-03-13 00:51:10,CANCELLED,CENTRAL
159,256,2025-06-07 14:21:46,CANCELLED,SOUTH
160,64,2025-03-11 23:15:43,SHIPPED,SOUTH
161,382,2025-02-07 01:17:04,DELIVERED,CENTRAL
162,77,2025-04-12 02:47:53,SHIPPED,WEST
163,95,2025-01-10 18:16:08,RETURNED,NORTH
164,588,2024-07-20 10:37:12,DELIVERED,NORTH
165,437,2024-07-13 05:21:35,RETURNED,EAST
166,153,2024-05-09 21:54:44,DELIVERED,EAST
167,564,2025-05-04 00:26:45,DELIVERED,SOUTH
168,539,2024-11-08 18:13:31,CANCELLED,NORTH
169,368,2025-03-23 03:29:29,DELIVERED,CENTRAL
170,398,2024-10-01 01:17:11,DELIVERED,SOUTH
171,,2025-02-19 16:20:42,PLACED,WEST
172,599,2025-06-12 15:35:37,SHIPPED,SOUTH
173,58,2025-06-28 06:32:44,SHIPPED,WEST
174,178,2025-03-29 04:41:13,DELIVERED,EAST
175,29,2025-06-13 03:28:43,DELIVERED,CENTRAL
176,505,2025-05-11 01:56:06,DELIVERED,NORTH
177,225,2025-03-24 20:52:16,PLACED,CENTRAL
178,134,2025-02-19 16:12:32,RETURNED,EAST
179,152,2025-06-25 22:53:54,SHIPPED,NORTH
180,374,2025-01-14 02:01:18,RETURNED,WEST
181,345,2024-11-11 04:39:18,RETURNED,WEST
182,499,2025-06-23 05:35:50,DELIVERED,CENTRAL
183,366,2025-05-23 16:10:49,CANCELLED,WEST
184,302,2024-01-30 21:56:44,PLACED,CENTRAL
185,582,2024-05-01 03:39:29,DELIVERED,CENTRAL
186,580,2023-09-26 20:45:19,SHIPPED,NORTH
187,328,2025-06-21 00:54:02,RETURNED,EAST
188,272,2024-10-22 10:23:57,PLACED,EAST
189,2,2024-01-14 09:32:01,DELIVERED,SOUTH
190,505,2025-01-04 03:42:50,DELIVERED,WEST
191,592,2025-05-30 19:28:33,SHIPPED,WEST
192,35,02-05-2024 01:29:42,DELIVERED,NORTH
193,175,2025-03-07 15:02:32,PLACED,NORTH
194,495,02-06-2025 09:36:53,RETURNED,SOUTH
195,445,2025-03-27 12:09:24,DELIVERED,SOUTH
196,568,2025-06-17 19:45:56,DELIVERED,EAST
197,99,2024-11-22 06:38:09,DELIVERED,WEST
198,370,2023-09-13 23:07:38,DELIVERED,CENTRAL
199,100,2025-05-23 05:59:03,DELIVERED,NORTH
200,119,2024-03-24 12:07:26,DELIVERED,EAST
201,558,2024-11-20 12:00:52,CANCELLED,EAST
202,46,2025-06-03 13:31:26,DELIVERED,EAST
203,155,2025-06-04 16:40:00,DELIVERED,CENTRAL
204,233,2025-06-07 17:59:09,DELIVERED,CENTRAL
205,549,2025-03-01 15:52:28,DELIVERED,SOUTH
206,81,2024-10-02 15:41:12,DELIVERED,CENTRAL
207,530,2025-04-26 22:37:48,DELIVERED,NORTH
208,460,2024-07-07 06:41:51,SHIPPED,SOUTH
209,130,2025-05-21 01:43:15,RETURNED,WEST
210,152,2025-06-26 18:33:41,RETURNED,NORTH
211,570,2024-07-16 15:14:02,CANCELLED,CENTRAL
212,13,2025-06-16 23:39:37,DELIVERED,NORTH
213,152,2025-06-24 00:15:34,DELIVERED,NORTH
214,577,2025-05-03 17:52:59,DELIVERED,CENTRAL
215,421,2025-05-24 15:28:58,DELIVERED,CENTRAL
216,177,2025-06-13 16:26:25,DELIVERED,WEST
217,,2025-04-21 22:51:54,DELIVERED,NORTH
218,276,13-09-2024 06:47:52,CANCELLED,EAST
219,504,2025-06-10 07:19:40,PLACED,SOUTH
220,454,2024-10-04 05:25:08,DELIVERED,NORTH
221,217,2024-12-10 06:12:20,DELIVERED,EAST
222,528,2025-02-11 17:43:50,DELIVERED,WEST
223,537,02-06-2025 10:12:18,SHIPPED,SOUTH
224,256,2025-06-04 14:31:50,RETURNED,SOUTH
225,476,2024-09-17 08:14:17,RETURNED,NORTH
226,501,2025-06-25 16:13:18,RETURNED,WEST
227,359,2025-05-05 10:09:29,CANCELLED,NORTH
228,396,2025-03-30 19:41:43,DELIVERED,SOUTH
229,231,2025-04-29 14:17:19,DELIVERED,CENTRAL
230,,2025-01-27 01:54:52,DELIVERED,WEST
231,178,2025-06-19 17:31:28,SHIPPED,CENTRAL
232,313,2024-12-31 21:25:42,DELIVERED,EAST
233,224,2024-07-20 11:52:53,DELIVERED,CENTRAL
234,105,2023-10-06 16:58:07,DELIVERED,EAST
235,290,2024-02-18 19:59:40,DELIVERED,EAST
236,333,2025-06-25 08:38:54,DELIVERED,EAST
237,530,2024-12-19 07:46:39,CANCELLED,CENTRAL
238,328,2025-06-27 06:17:04,PLACED,WEST
239,266,2025-04-14 06:39:26,DELIVERED,CENTRAL
240,586,2024-09-19 12:16:30,DELIVERED,CENTRAL
241,488,2025-06-29 22:16:05,DELIVERED,SOUTH
242,572,2025-01-22 08:18:30,DELIVERED,EAST
243,573,2024-12-13 02:19:14,CANCELLED,NORTH
244,229,2024-08-21 12:29:03,CANCELLED,EAST
245,302,2024-10-18 05:07:28,DELIVERED,CENTRAL
246,73,2025-04-15 09:24:23,DELIVERED,WEST
247,424,2024-09-27 23:53:38,SHIPPED,SOUTH
248,584,2025-05-15 16:52:29,CANCELLED,SOUTH
249,500,2025-06-21 01:46:14,SHIPPED,NORTH
250,,2023-12-30 10:55:44,DELIVERED,CENTRAL
251,502,2025-04-05 21:23:31,PLACED,CENTRAL
252,440,2024-06-28 07:47:58,DELIVERED,NORTH
253,,2023-11-02 21:21:03,RETURNED,EAST
254,544,06-05-2025 12:04:33,PLACED,SOUTH
255,353,2025-02-07 04:54:38,DELIVERED,CENTRAL
256,67,2024-11-18 18:07:33,DELIVERED,CENTRAL
257,346,2024-09-18 20:06:20,RETURNED,EAST
258,502,2024-05-10 00:55:18,SHIPPED,WEST
259,,2023-11-22 05:39:11,SHIPPED,NORTH
260,174,2024-09-22 19:57:10,DELIVERED,NORTH
261,262,2025-06-10 16:04:36,DELIVERED,NORTH
262,21,2024-04-20 11:09:59,DELIVERED,WEST
263,259,2024-10-24 11:23:19,SHIPPED,NORTH
264,104,2024-12-19 13:34:39,DELIVERED,SOUTH
265,108,2025-02-18 16:18:56,SHIPPED,NORTH
266,510,2025-06-21 09:51:36,DELIVERED,CENTRAL
267,367,2025-06-18 14:15:10,SHIPPED,CENTRAL
268,213,2025-05-30 16:06:45,PLACED,NORTH
269,588,2025-01-19 15:28:21,RETURNED,CENTRAL
270,104,2025-06-25 18:18:36,SHIPPED,EAST
271,52,2025-03-26 09:08:35,CANCELLED,EAST
272,321,2025-01-09 21:07:34,PLACED,NORTH
273,,2023-09-16 11:51:33,SHIPPED,EAST
274,275,2025-01-03 02:22:08,DELIVERED,NORTH
275,468,2024-11-20 13:40:04,DELIVERED,WEST
276,171,2025-01-25 22:52:54,DELIVERED,SOUTH
277,495,2025-06-11 21:24:44,DELIVERED,CENTRAL
278,368,17-04-2025 17:08:12,DELIVERED,SOUTH
279,500,2025-06-15 17:47:27,DELIVERED,NORTH
280,322,2024-05-28 14:24:39,DELIVERED,CENTRAL
281,230,2025-06-01 01:42:03,DELIVERED,CENTRAL
282,255,2025-06-28 22:11:09,DELIVERED,WEST
283,572,04-12-2024 04:35:35,RETURNED,CENTRAL
284,508,2024-06-19 11:21:06,DELIVERED,SOUTH
285,285,2023-09-10 02:36:19,DELIVERED,WEST
286,241,2024-12-18 14:45:15,CANCELLED,WEST
287,511,2025-01-26 05:57:13,RETURNED,NORTH
288,423,2024-09-10 21:58:40,PLACED,NORTH
289,312,2025-01-27 20:06:08,DELIVERED,WEST
290,373,2025-06-05 15:14:06,CANCELLED,EAST
291,485,2025-04-24 15:28:28,DELIVERED,NORTH
292,228,2023-10-16 16:57:14,CANCELLED,EAST
293,383,2025-06-23 16:00:34,CANCELLED,WEST
294,420,2024-07-26 12:57:12,SHIPPED,NORTH
295,403,2025-03-14 20:43:11,DELIVERED,EAST
296,425,2024-10-01 01:24:53,CANCELLED,CENTRAL
297,462,2025-01-15 06:19:40,RETURNED,SOUTH
298,5,2025-01-01 22:42:28,DELIVERED,WEST
299,495,2025-06-23 17:56:24,RETURNED,SOUTH
300,178,2025-03-19 22:18:08,DELIVERED,CENTRAL
301,517,2025-06-14 03:34:39,RETURNED,SOUTH
302,352,2025-06-18 06:44:13,SHIPPED,WEST
303,525,2025-03-15 01:02:10,DELIVERED,EAST
304,567,2024-10-16 08:12:25,SHIPPED,EAST
305,136,2025-06-14 23:20:37,RETURNED,CENTRAL
306,331,2024-08-17 15:18:35,DELIVERED,CENTRAL
307,428,2025-06-18 16:40:10,CANCELLED,NORTH
308,26,2025-04-09 21:58:07,DELIVERED,SOUTH
309,165,2024-07-01 14:54:03,SHIPPED,NORTH
310,303,2024-09-09 05:25:34,PLACED,WEST
311,576,2025-05-10 18:40:26,DELIVERED,SOUTH
312,295,2025-02-09 05:15:52,RETURNED,WEST
313,321,2025-04-17 20:20:54,DELIVERED,SOUTH
314,454,2024-07-22 04:31:43,DELIVERED,EAST
315,560,2025-04-25 15:56:54,DELIVERED,SOUTH
316,182,2025-06-15 05:41:00,RETURNED,CENTRAL
317,42,2024-11-21 19:57:52,DELIVERED,SOUTH
318,262,2024-11-17 04:36:59,DELIVERED,SOUTH
319,,2025-05-22 06:53:06,PLACED,CENTRAL
320,309,2025-06-18 06:07:59,DELIVERED,NORTH
321,326,2025-05-05 02:04:26,SHIPPED,NORTH
322,164,2025-06-19 02:17:51,DELIVERED,EAST
323,219,2024-12-26 05:27:03,DELIVERED,SOUTH
324,544,2025-06-03 02:29:50,CANCELLED,NORTH
325,355,2025-03-06 03:50:22,DELIVERED,CENTRAL
326,41,2025-02-08 03:40:46,DELIVERED,NORTH
327,554,2025-06-23 03:56:30,RETURNED,EAST
328,521,2024-11-03 01:46:57,DELIVERED,SOUTH
329,85,2024-03-22 12:45:27,RETURNED,CENTRAL
330,68,2025-03-04 20:37:32,DELIVERED,WEST
331,211,2024-11-17 16:27:54,CANCELLED,WEST
332,74,17-06-2024 10:11:35,DELIVERED,NORTH
333,56,2025-01-02 03:00:25,DELIVERED,CENTRAL
334,265,2025-02-18 07:24:46,DELIVERED,WEST
335,399,2025-06-23 10:27:32,DELIVERED,CENTRAL
336,600,2024-11-26 16:14:52,PLACED,CENTRAL
337,309,2025-03-31 19:08:36,RETURNED,WEST
338,32,2024-12-25 03:46:14,SHIPPED,WEST
339,559,2024-10-27 13:23:54,SHIPPED,EAST
340,12,2025-05-08 22:26:19,SHIPPED,NORTH
341,,2024-09-06 10:27:11,DELIVERED,NORTH
342,353,2024-12-30 05:31:52,DELIVERED,CENTRAL
343,189,2024-04-27 11:47:09,DELIVERED,NORTH
344,581,2025-06-27 23:06:45,DELIVERED,CENTRAL
345,563,2023-09-17 19:30:49,PLACED,NORTH
346,595,2025-04-07 14:28:18,DELIVERED,SOUTH
347,72,2025-06-27 09:25:42,DELIVERED,EAST
348,314,2025-06-20 17:43:00,DELIVERED,EAST
349,173,2025-06-14 02:48:53,DELIVERED,WEST
350,369,2024-05-23 07:38:31,DELIVERED,WEST
351,368,2025-05-19 10:40:32,DELIVERED,SOUTH
352,84,2024-07-27 23:03:36,SHIPPED,CENTRAL
353,79,2024-11-17 06:46:42,CANCELLED,NORTH
354,593,2025-04-23 16:03:48,SHIPPED,NORTH
355,557,2025-05-22 16:39:19,SHIPPED,WEST
356,298,2024-08-30 23:43:39,DELIVERED,WEST
357,11,2024-08-20 13:03:39,CANCELLED,CENTRAL
358,527,2025-02-15 06:10:29,SHIPPED,CENTRAL
359,150,2025-06-24 20:42:15,RETURNED,NORTH
360,500,2025-06-18 15:00:14,DELIVERED,NORTH
361,531,2025-02-18 14:12:48,RETURNED,NORTH
362,,2024-10-16 17:22:39,DELIVERED,CENTRAL
363,281,2024-08-16 12:34:02,DELIVERED,WEST
364,375,2024-07-28 10:59:44,DELIVERED,SOUTH
365,362,2025-04-17 23:58:01,DELIVERED,CENTRAL
366,,2025-04-16 02:18:36,SHIPPED,NORTH
367,288,2025-04-19 12:52:14,SHIPPED,CENTRAL
368,122,2024-11-27 11:58:37,CANCELLED,NORTH
369,491,2025-01-28 01:36:06,SHIPPED,WEST
370,,2023-07-04 12:16:07,DELIVERED,SOUTH
371,41,2024-11-14 11:52:22,SHIPPED,SOUTH
372,416,2024-10-11 12:50:02,DELIVERED,EAST
373,222,2025-05-06 05:26:21,DELIVERED,WEST
374,421,2025-06-26 08:03:20,DELIVERED,SOUTH
375,524,2024-10-23 17:30:41,DELIVERED,WEST
376,71,2024-10-25 12:02:22,SHIPPED,NORTH
377,517,2025-05-06 21:23:06,SHIPPED,NORTH
378,40,2025-06-23 05:18:42,DELIVERED,NORTH
379,134,2024-05-31 22:22:24,DELIVERED,WEST
380,380,2024-11-20 20:52:26,DELIVERED,WEST
381,391,2024-12-07 03:03:46,DELIVERED,CENTRAL
382,138,2024-02-06 16:33:35,SHIPPED,NORTH
383,557,2025-04-03 09:43:36,PLACED,NORTH
384,121,15-03-2025 20:31:53,DELIVERED,EAST
385,110,2025-05-07 00:39:36,DELIVERED,EAST
386,434,2025-04-18 15:33:14,DELIVERED,WEST
387,424,2025-04-09 09:59:27,DELIVERED,EAST
388,496,2024-10-08 02:45:29,DELIVERED,WEST
389,122,2025-02-02 20:16:01,DELIVERED,SOUTH
390,521,2024-09-29 02:59:47,CANCELLED,CENTRAL
391,54,2023-12-08 20:22:25,DELIVERED,NORTH
392,483,2024-12-31 05:23:09,PLACED,SOUTH
393,39,2025-03-23 12:21:21,DELIVERED,CENTRAL
394,59,2025-06-19 15:21:19,SHIPPED,WEST
395,207,2025-06-18 07:51:53,CANCELLED,EAST
396,523,2025-04-29 03:51:56,DELIVERED,NORTH
397,1,2024-12-09 03:29:29,DELIVERED,WEST
398,405,2025-05-10 17:32:18,DELIVERED,NORTH
399,563,2024-02-28 23:20:54,DELIVERED,CENTRAL
400,284,2024-06-21 18:27:14,SHIPPED,WEST
401,268,2024-09-11 22:53:05,SHIPPED,NORTH
402,349,2024-08-22 21:12:20,RETURNED,CENTRAL
403,589,2024-08-06 06:58:31,RETURNED,CENTRAL
404,250,2025-06-06 08:19:31,DELIVERED,WEST
405,29,2025-06-25 19:04:18,PLACED,SOUTH
406,236,2025-04-19 18:02:41,RETURNED,CENTRAL
407,270,2025-03-02 04:57:51,DELIVERED,EAST
408,183,2025-04-02 01:49:07,SHIPPED,CENTRAL
409,195,2025-03-23 19:00:39,SHIPPED,SOUTH
410,212,2024-02-22 00:44:17,SHIPPED,CENTRAL
411,110,2025-05-03 15:20:13,DELIVERED,WEST
412,555,2024-02-11 19:50:30,DELIVERED,EAST
413,589,2024-08-25 09:23:41,RETURNED,CENTRAL
414,228,2025-05-19 16:10:15,PLACED,WEST
415,554,2024-09-27 15:30:21,DELIVERED,SOUTH
416,124,2025-04-10 12:02:38,DELIVERED,NORTH
417,389,2025-03-04 15:23:20,DELIVERED,EAST
418,270,2025-02-28 01:08:54,RETURNED,EAST
419,511,2025-01-08 06:52:05,DELIVERED,EAST
420,411,2024-12-17 14:20:10,DELIVERED,CENTRAL
421,103,2024-07-19 16:12:57,DELIVERED,WEST
422,154,2025-02-03 16:33:30,SHIPPED,WEST
423,530,2025-04-12 09:04:42,DELIVERED,EAST
424,582,2024-05-13 01:21:57,DELIVERED,NORTH
425,261,2025-04-12 03:20:19,PLACED,EAST
426,369,2025-04-19 05:40:54,CANCELLED,EAST
427,,2023-09-03 04:01:50,DELIVERED,CENTRAL
428,590,2025-02-23 18:22:14,SHIPPED,EAST
429,523,2025-04-23 15:53:07,DELIVERED,NORTH
430,294,2025-02-20 04:57:55,SHIPPED,SOUTH
431,346,2024-09-09 15:13:45,DELIVERED,NORTH
432,352,2025-06-15 01:53:35,DELIVERED,EAST
433,405,2025-04-14 16:06:27,DELIVERED,EAST
434,534,2025-02-07 20:59:40,SHIPPED,NORTH
435,241,2025-02-23 17:31:12,DELIVERED,NORTH
436,407,2024-03-22 00:13:58,RETURNED,WEST
437,27,2025-03-03 19:14:45,DELIVERED,NORTH
438,160,2024-12-08 17:50:16,CANCELLED,EAST
439,291,2024-12-27 02:33:16,SHIPPED,SOUTH
440,,2024-10-28 09:27:08,RETURNED,WEST
441,554,2024-12-29 19:05:11,SHIPPED,CENTRAL
442,468,2025-04-09 01:47:21,CANCELLED,WEST
443,547,2024-02-17 12:30:19,DELIVERED,SOUTH
444,453,2024-12-17 03:04:44,DELIVERED,EAST
445,,2024-07-11 11:19:18,CANCELLED,EAST
446,548,2024-12-10 05:31:15,DELIVERED,WEST
447,441,2025-02-13 18:14:11,DELIVERED,CENTRAL
448,422,2025-06-06 04:41:34,DELIVERED,SOUTH
449,400,2025-03-08 21:06:19,PLACED,SOUTH
450,279,2025-02-03 13:22:50,DELIVERED,EAST
451,71,2024-09-18 16:18:58,SHIPPED,WEST
452,279,2025-06-14 20:29:09,DELIVERED,SOUTH
453,,20-07-2024 12:34:39,RETURNED,EAST
454,449,2024-02-25 08:56:07,SHIPPED,WEST
455,431,2025-02-27 00:06:18,DELIVERED,EAST
456,33,2024-11-28 06:08:25,DELIVERED,SOUTH
457,402,2025-02-14 20:40:36,SHIPPED,EAST
458,13,2025-03-11 16:22:55,DELIVERED,WEST
459,454,2024-08-07 23:26:13,PLACED,WEST
460,97,2025-06-21 07:10:15,SHIPPED,WEST
461,320,2024-05-31 22:20:03,DELIVERED,CENTRAL
462,260,2025-05-16 17:20:46,SHIPPED,NORTH
463,224,2023-10-19 17:08:20,DELIVERED,NORTH
464,283,2025-01-01 11:12:54,SHIPPED,NORTH
465,487,2024-09-11 09:15:33,PLACED,SOUTH
466,347,2025-06-19 17:54:12,PLACED,SOUTH
467,110,2025-05-04 05:11:57,DELIVERED,CENTRAL
468,356,2025-02-26 18:18:46,PLACED,WEST
469,138,2024-02-03 17:18:59,DELIVERED,WEST
470,556,2025-05-27 09:43:33,DELIVERED,CENTRAL
471,480,2024-10-31 22:12:35,DELIVERED,CENTRAL
472,544,2025-05-03 01:14:07,CANCELLED,CENTRAL
473,1,2025-06-13 18:50:02,DELIVERED,NORTH
474,373,2025-06-14 14:12:23,PLACED,CENTRAL
475,195,2025-04-02 12:41:03,DELIVERED,SOUTH
476,331,2025-04-03 07:18:36,SHIPPED,CENTRAL
477,45,2025-06-29 01:38:01,SHIPPED,NORTH
478,498,2025-05-25 14:29:56,DELIVERED,WEST
479,539,2025-04-03 07:49:35,DELIVERED,EAST
480,73,2024-10-19 01:58:16,SHIPPED,WEST
481,82,2024-11-11 13:15:17,PLACED,CENTRAL
482,426,2025-05-27 11:41:05,DELIVERED,CENTRAL
