item_id,order_id,product_id,quantity,unit_price,discount_percent,is_return,invalid_discount
2086,703,84,2,13289.05,0,False,False
3168,1069,122,4,7198.12,25,False,False
90,31,59,6,7562.78,10,False,False
4919,1667,135,5,9370.02,0,False,False
5005,1702,116,-3,8818.18,15,True,False
4543,1540,145,5,11348.4,5,False,False
605,199,29,5,19742.48,25,False,False
394,132,61,1,23443.75,15,False,False
4550,1544,14,2,868.96,15,False,False
3419,1145,23,6,18181.47,25,False,False
2187,738,72,6,21280.43,25,False,False
3961,1330,65,4,17339.09,0,False,False
6505,2188,129,4,26061.45,40,False,False
3653,1224,135,2,12204.15,5,False,False
150,52,126,-2,20793.29,0,True,False
1642,557,123,6,17075.89,5,False,False
100,35,30,1,19285.25,40,False,False
4830,1637,30,1,18231.45,0,False,False
1033,341,130,4,4535.75,20,False,False
2487,839,109,2,17756.47,30,False,False
5819,1960,46,4,5135.34,0,False,False
5439,1839,102,6,1298.72,40,False,False
6190,2089,23,2,15079.13,40,False,False
2614,882,1,1,20818.25,0,False,False
1881,633,138,1,18547.96,30,False,False
3192,1077,40,2,10725.42,15,False,False
5989,2019,2,5,22757.95,0,False,False
2923,990,64,4,22939.32,40,False,False
1092,360,27,5,8939.17,5,False,False
6537,2199,12,2,18596.52,5,False,False
1936,651,76,3,21264.52,20,False,False
5062,1720,26,6,9145.64,25,False,False
2486,839,137,2,1392.6,0,False,False
2631,889,11,3,28057.67,20,False,False
328,111,29,5,20062.51,10,False,False
4967,1685,82,4,10203.91,0,False,False
6338,2134,39,5,28299.36,10,False,False
4581,1554,26,3,9656.51,40,False,False
5291,1794,72,2,25667.67,25,False,False
5600,1890,113,6,17964.16,5,False,False
2873,975,141,1,29652.72,15,False,False
6485,2183,67,4,19756.21,0,False,False
4810,1630,27,6,10825.4,0,False,False
776,256,71,5,21784.96,5,False,False
3319,1115,104,4,337.08,15,False,False
3718,1248,99,1,24276.71,0,False,False
6308,2125,134,3,1863.92,20,False,False
76,26,36,6,21215.23,0,False,False
1570,533,146,4,14015.83,40,False,False
4158,1399,66,5,10936.29,20,False,False
2588,875,125,5,24461.07,20,False,False
6203,2092,80,1,20444.09,30,False,False
2592,876,13,1,23738.56,0,False,False
1307,439,22,5,4383.4,5,False,False
5602,1891,135,3,10373.46,30,False,False
108,38,49,6,6783.35,25,False,False
2692,910,60,-2,1595.66,15,True,False
123,44,32,1,24062.3,10,False,False
2016,681,1,6,18451.92,0,False,False
4166,1401,69,3,10626.43,25,False,False
3247,1093,33,1,1203.2,0,False,False
4711,1599,7,6,4712.1,30,False,False
3416,1144,119,3,4496.57,0,False,False
176,62,122,5,6812.16,0,False,False
802,265,35,2,21684.08,20,False,False
467,156,51,6,384.87,30,False,False
5749,1936,25,1,30678.01,30,False,False
4706,1597,131,4,13132.67,20,False,False
5951,2006,34,1,9967.37,5,False,False
1255,421,143,3,27606.23,0,False,False
4806,1629,26,4,8566.38,0,False,False
31,10,130,2,4428.57,10,False,False
2591,876,35,6,26287.64,10,False,False
1440,487,119,2,4760.05,30,False,False
3803,1278,114,2,2849.79,15,False,False
2950,999,110,6,592.16,5,False,False
6192,2089,105,2,10707.98,40,False,False
1431,483,115,4,29560.77,0,False,False
1116,369,124,6,18777.03,10,False,False
3390,1136,133,5,16517.58,25,False,False
4921,1669,23,4,16171.42,25,False,False
5816,1959,132,1,18332.81,25,False,False
5158,1749,136,5,24337.66,20,False,False
3487,1169,54,3,18833.67,10,False,False
4387,1479,79,5,6373.35,5,False,False
933,307,93,6,21745.23,20,False,False
1774,600,137,1,1629.63,20,False,False
6424,2165,21,3,28731.72,0,False,False
5610,1893,112,1,24683.72,40,False,False
4788,1621,117,5,9816.07,40,False,False
4791,1622,141,4,32196.33,0,False,False
4337,1461,94,4,1953.44,5,False,False
4898,1661,121,3,20159.83,25,False,False
3592,1204,111,3,20185.35,25,False,False
1785,603,129,4,32291.65,40,False,False
4784,1619,84,5,12069.9,0,False,False
733,242,13,5,29013.31,10,False,False
3992,1339,90,-2,7404.7,15,True,False
531,178,138,4,21037.81,10,False,False
3514,1177,127,2,20599.87,0,False,False
75,26,11,5,29231.31,10,False,False
5975,2015,123,2,16248.01,15,False,False
2850,969,138,3,19412.87,40,False,False
6229,2100,116,4,8335.08,10,False,False
1342,452,57,1,2994.8,15,False,False
302,101,141,1,35524.99,0,False,False
6187,2087,108,3,29515.73,5,False,False
6373,2145,60,6,1727.22,10,False,False
2761,933,128,1,21202.63,15,False,False
4475,1513,91,5,26661.65,0,False,False
4639,1572,131,2,13537.71,40,False,False
174,61,24,5,9748.42,10,False,False
2805,952,107,1,5411.17,5,False,False
1962,659,140,3,15969.32,0,False,False
4548,1543,100,4,8665.24,0,False,False
5311,1801,25,3,37481.73,15,False,False
5466,1848,12,5,20234.26,10,False,False
4343,1464,63,6,21665.94,0,False,False
4771,1616,148,6,30893.97,15,False,False
2481,838,38,5,5138.41,0,False,False
925,305,34,3,10660.15,10,False,False
2102,707,102,-1,1483.91,30,True,False
2738,925,89,3,14016.69,30,False,False
6167,2080,60,6,1797.65,25,False,False
1297,436,87,1,29216.94,40,False,False
5898,1987,44,5,31469.84,0,False,False
1768,598,111,5,17954.11,0,False,False
396,133,99,1,22991.41,0,False,False
2948,998,99,5,22064.3,25,False,False
4763,1614,62,5,33782.03,25,False,False
1643,557,15,1,31461.75,0,False,False
3511,1176,94,1,2140.97,5,False,False
3202,1080,109,4,14935.97,10,False,False
415,138,128,3,17574.42,0,False,False
4904,1662,57,6,3207.22,0,False,False
3086,1041,130,2,5929.01,25,False,False
4142,1393,83,4,27791.67,0,False,False
2978,1007,82,2,11955.01,30,False,False
3521,1179,51,2,298.94,0,False,False
1636,554,11,4,25445.81,15,False,False
5394,1827,79,4,6365.53,10,False,False
4801,1625,131,3,13669.44,40,False,False
2811,954,117,4,9572.25,15,False,False
2291,775,17,5,21884.26,0,False,False
942,310,9,2,31396.81,0,False,False
520,175,27,2,11590.07,15,False,False
6135,2067,35,-1,20291.91,20,True,False
4433,1497,123,4,17933.72,10,False,False
707,235,120,4,23202.14,40,False,False
1157,384,131,6,17497.15,25,False,False
5617,1895,141,4,35684.66,5,False,False
2259,762,142,2,31188.75,15,False,False
832,274,21,2,25796.32,10,False,False
5722,1928,73,5,21884.49,30,False,False
1715,583,36,2,25294.37,5,False,False
695,232,14,-2,893.1,0,True,False
5609,1892,38,3,5578.67,0,False,False
5183,1757,68,6,24711.07,5,False,False
4312,1451,101,2,6110.44,30,False,False
2030,685,87,4,28243.56,20,False,False
2306,781,19,3,9512.47,5,False,False
4037,1357,61,6,28224.79,10,False,False
1916,645,144,6,37274.5,40,False,False
666,221,19,4,12176.58,40,False,False
170,58,121,4,22232.18,0,False,False
4458,1507,95,5,15063.9,30,False,False
5947,2004,2,6,22533.12,5,False,False
2783,943,133,2,16611.72,0,False,False
5110,1735,147,2,6499.81,5,False,False
6208,2093,120,1,22927.26,0,False,False
1023,338,16,-1,3272.12,30,True,False
340,115,30,6,22553.69,20,False,False
4448,1503,119,3,3670.95,0,False,False
5953,2006,125,1,31486.55,0,False,False
5838,1967,71,6,26539.33,30,False,False
2688,909,36,2,21166.53,20,False,False
2374,804,46,4,5052.0,40,False,False
6207,2093,67,5,22434.21,15,False,False
4045,1359,133,5,17808.4,0,False,False
5188,1759,59,2,6006.9,0,False,False
1943,653,30,6,17797.04,40,False,False
1074,352,1,2,16636.54,15,False,False
390,131,56,3,10042.52,5,False,False
2363,801,57,2,2916.71,40,False,False
1918,646,52,2,28334.7,15,False,False
6065,2043,74,5,11240.62,10,False,False
3391,1136,140,1,13951.31,30,False,False
574,189,141,1,31731.13,40,False,False
4113,1383,91,5,21824.19,0,False,False
2649,895,117,2,11466.83,20,False,False
4727,1604,47,1,11877.57,0,False,False
3287,1105,10,5,24955.14,0,False,False
6425,2165,11,5,30618.77,0,False,False
1952,656,13,6,30798.44,0,False,False
2620,886,25,6,31014.73,5,False,False
4554,1545,125,1,29867.32,0,False,False
5350,1814,75,3,6752.53,30,False,False
6060,2041,78,1,17073.37,20,False,False
2758,932,126,3,26834.1,0,False,False
4371,1473,82,1,11098.07,30,False,False
2269,765,8,6,30313.3,0,False,False
219,76,106,6,18522.27,20,False,False
4300,1448,125,4,23486.14,0,False,False
4747,1610,71,3,25612.65,20,False,False
296,100,84,3,13846.76,0,False,False
2218,748,15,4,32128.68,25,False,False
6320,2129,107,1,4666.53,5,False,False
5131,1741,115,1,29027.77,25,False,False
4612,1563,126,4,26429.21,30,False,False
1119,370,42,5,5023.0,20,False,False
878,289,17,5,26814.61,15,False,False
4816,1632,124,3,18192.69,25,False,False
6510,2191,112,2,25828.18,0,False,False
4853,1645,78,1,15528.64,30,False,False
6496,2186,83,2,27797.63,0,False,False
5320,1804,7,-1,4437.1,15,True,False
1652,560,3,6,828.52,20,False,False
1340,452,129,-2,35238.13,20,True,False
3604,1208,121,2,21280.53,20,False,False
2816,955,111,1,18121.73,5,False,False
3079,1038,71,5,28103.34,0,False,False
1224,409,139,2,2122.18,40,False,False
5241,1775,29,4,20130.84,25,False,False
5354,1815,23,6,18401.71,0,False,False
1816,614,57,3,3919.42,30,False,False
1977,664,36,3,23852.2,15,False,False
2028,684,55,3,2261.12,15,False,False
5156,1748,10,5,24231.59,15,False,False
3579,1200,139,3,2293.77,30,False,False
60,20,50,6,9768.41,25,False,False
1312,441,77,2,15564.98,25,False,False
4464,1509,7,-2,4457.02,0,True,False
3120,1050,5,4,7832.67,40,False,False
420,141,142,5,27287.62,25,False,False
285,96,147,6,7972.45,40,False,False
1546,524,77,4,18156.7,10,False,False
1933,650,36,3,24797.0,0,False,False
4088,1376,23,3,20249.17,15,False,False
1786,603,39,4,33743.34,5,False,False
3006,1017,92,3,27684.93,0,False,False
6337,2134,85,1,19580.08,5,False,False
5791,1952,39,3,27973.1,0,False,False
1284,433,118,1,12441.74,20,False,False
6077,2048,83,6,26404.74,0,False,False
4437,1498,109,2,17105.88,10,False,False
1428,483,34,1,10369.71,5,False,False
969,321,137,6,1456.6,40,False,False
4773,1616,116,1,8198.98,0,False,False
2924,990,28,2,6459.09,20,False,False
5502,1858,20,6,21048.55,0,False,False
1680,571,32,5,25498.41,10,False,False
6191,2089,83,3,27756.51,30,False,False
5108,1735,66,1,11489.31,25,False,False
227,79,141,4,34942.33,10,False,False
6325,2131,15,4,39253.46,25,False,False
3666,1230,104,1,354.75,40,False,False
2630,888,25,3,34609.39,40,False,False
2066,696,99,4,24545.66,30,False,False
3206,1081,107,5,4573.19,25,False,False
466,156,64,1,22332.0,25,False,False
3982,1335,134,3,1881.42,25,False,False
3509,1176,42,2,4547.93,15,False,False
5417,1834,3,4,1048.75,0,False,False
4872,1650,132,3,14300.68,20,False,False
3100,1045,40,4,12727.47,10,False,False
5812,1958,67,6,24784.31,25,False,False
830,273,80,5,25705.58,0,False,False
1094,361,121,6,19413.76,25,False,False
4495,1521,47,6,11019.34,5,False,False
2502,844,126,6,25658.42,0,False,False
5288,1792,97,1,30803.52,40,False,False
1407,476,130,4,5800.38,0,False,False
1397,472,2,3,20597.84,0,False,False
966,320,87,1,24772.99,15,False,False
5463,1847,77,3,17010.02,25,False,False
826,272,32,5,23750.58,0,False,False
1232,411,29,5,18894.2,20,False,False
2668,902,98,1,6197.9,0,False,False
3762,1263,117,5,11047.28,5,False,False
3402,1140,63,6,22921.95,40,False,False
6384,2148,38,5,4435.18,10,False,False
2542,859,85,4,18639.21,15,False,False
4136,1392,96,6,15963.46,40,False,False
5569,1880,97,1,31328.64,0,False,False
3694,1238,134,1,2042.29,0,False,False
5625,1897,106,6,19844.99,15,False,False
4350,1465,124,1,21038.5,0,False,False
572,188,1,5,20812.93,40,False,False
1660,563,13,6,25651.76,10,False,False
2367,802,92,3,27111.11,5,False,False
956,315,89,3,16821.94,0,False,False
2139,719,123,5,17273.65,5,False,False
5667,1910,126,2,22556.84,0,False,False
42,13,135,5,9945.59,10,False,False
4932,1673,132,6,15044.81,10,False,False
4738,1608,12,3,20030.29,30,False,False
2449,827,50,2,8937.54,10,False,False
2464,832,39,1,27826.97,25,False,False
2732,924,74,3,10050.31,0,False,False
5125,1739,4,2,11822.57,25,False,False
1309,440,26,2,7545.89,25,False,False
3090,1042,126,4,23145.89,20,False,False
1942,652,23,3,19508.71,40,False,False
1081,356,12,6,16621.61,20,False,False
3732,1252,129,5,33476.2,15,False,False
2329,789,54,2,17553.73,10,False,False
5513,1862,1,5,22099.94,5,False,False
6017,2029,75,3,6151.08,20,False,False
64,21,116,2,7457.05,0,False,False
476,159,128,3,21092.36,0,False,False
2327,789,94,2,1896.73,30,False,False
3909,1314,13,3,31626.26,0,False,False
1123,372,148,2,37299.18,15,False,False
2279,769,38,2,4835.13,15,False,False
2285,772,134,5,1963.97,0,False,False
356,121,130,6,4469.7,0,False,False
1128,373,44,3,32908.11,25,False,False
6128,2065,21,2,29540.81,0,False,False
1598,542,146,1,13324.99,20,False,False
5740,1933,22,3,4173.81,10,False,False
361,123,123,4,17115.25,40,False,False
1324,445,52,4,33072.27,30,False,False
2561,865,43,1,14375.33,0,False,False
4352,1467,52,2,26502.02,0,False,False
1758,595,40,5,13938.63,10,False,False
2565,866,109,5,14357.25,10,False,False
3464,1163,2,6,25792.36,0,False,False
1886,634,78,6,14172.04,10,False,False
6446,2172,90,1,6650.54,0,False,False
5698,1920,114,5,3269.51,0,False,False
753,249,39,1,25611.55,20,False,False
3951,1327,31,5,32753.8,30,False,False
4183,1405,132,1,16431.86,0,False,False
128,45,26,1,9939.47,40,False,False
4233,1422,108,6,31783.95,10,False,False
813,268,120,4,22298.43,25,False,False
750,248,147,4,8563.45,0,False,False
2290,775,87,1,29765.52,25,False,False
5164,1751,11,3,29203.33,30,False,False
4069,1369,40,6,12072.06,20,False,False
6355,2140,106,5,19290.54,40,False,False
6398,2154,69,4,8761.8,15,False,False
3431,1149,103,4,7286.79,0,False,False
4390,1480,148,4,38063.82,40,False,False
1890,636,84,1,11655.65,25,False,False
675,224,117,1,9050.64,30,False,False
1532,520,23,4,15079.55,20,False,False
2145,721,138,4,18445.86,0,False,False
436,146,141,4,30537.33,20,False,False
3956,1329,32,1,29768.3,0,False,False
2303,779,53,1,12773.35,0,False,False
6225,2099,61,4,23790.27,25,False,False
6258,2110,94,1,2163.64,40,False,False
3073,1036,85,5,19074.27,0,False,False
1748,591,134,5,2013.53,30,False,False
2387,808,34,5,10518.54,5,False,False
508,169,135,3,10303.04,20,False,False
6435,2168,82,4,11883.61,15,False,False
3266,1098,94,2,1843.23,5,False,False
6165,2078,64,6,21326.37,20,False,False
4799,1625,115,4,35714.63,5,False,False
2090,704,56,1,9035.98,15,False,False
3250,1094,116,1,7774.41,40,False,False
6459,2176,92,2,25312.48,30,False,False
5004,1701,7,3,4501.47,40,False,False
1305,439,51,2,320.39,0,False,False
3062,1031,115,-3,37216.04,15,True,False
1963,660,134,1,1908.17,0,False,False
1810,612,108,4,27916.56,20,False,False
6041,2035,3,1,1016.36,10,False,False
372,126,96,4,17064.67,15,False,False
2943,997,78,2,16844.18,0,False,False
5008,1702,97,3,29042.48,25,False,False
3076,1037,63,5,21669.8,40,False,False
5142,1744,102,5,1460.32,40,False,False
760,251,12,2,15100.77,25,False,False
50,17,55,5,2849.62,15,False,False
5196,1762,23,6,20442.83,0,False,False
4415,1490,50,3,9008.19,15,False,False
2901,983,119,1,4388.43,20,False,False
4825,1635,30,5,20962.88,0,False,False
607,200,137,6,1446.61,10,False,False
5836,1967,2,1,25539.87,25,False,False
6458,2176,39,1,26195.31,20,False,False
2385,807,108,2,29697.01,0,False,False
4453,1506,70,4,21417.36,40,False,False
5751,1937,66,4,10301.01,40,False,False
3293,1106,60,2,1676.49,40,False,False
4604,1561,3,4,1068.21,20,False,False
3677,1234,73,4,23597.85,25,False,False
1527,519,126,2,23130.25,25,False,False
427,144,141,2,30311.2,5,False,False
5831,1964,118,2,13449.88,0,False,False
6354,2139,93,-2,25366.26,0,True,False
5987,2019,69,4,9167.68,0,False,False
5429,1837,98,1,6098.7,10,False,False
2378,806,103,4,6874.32,10,False,False
3817,1282,25,1,30358.56,0,False,False
5712,1925,119,-2,4407.19,0,True,False
5804,1956,107,2,4235.68,0,False,False
5960,2009,45,6,29405.81,40,False,False
2877,977,54,4,16793.98,5,False,False
173,60,25,3,33861.72,25,False,False
3826,1286,12,3,17256.69,15,False,False
3367,1130,2,4,20192.45,10,False,False
4855,1646,11,3,31310.81,0,False,False
157,54,123,2,13675.46,15,False,False
2958,1001,33,4,1179.34,40,False,False
5165,1751,124,6,18594.57,30,False,False
2288,775,33,2,1237.25,30,False,False
6361,2142,10,2,23131.26,0,False,False
2406,816,60,4,1582.91,0,False,False
5246,1776,123,1,17191.78,5,False,False
2434,823,5,6,9223.94,5,False,False
483,161,43,2,14668.54,0,False,False
4070,1369,91,1,26893.97,0,False,False
530,178,6,5,17824.25,0,False,False
3853,1295,121,5,20102.86,0,False,False
3004,1016,6,5,21676.4,25,False,False
96,33,110,3,479.24,10,False,False
3607,1208,2,5,24931.44,0,False,False
6108,2059,130,2,5370.4,40,False,False
4573,1551,123,3,14837.39,5,False,False
4525,1534,138,1,21032.49,10,False,False
4693,1592,44,6,31116.22,20,False,False
4276,1440,71,3,21946.49,0,False,False
3174,1070,113,2,16226.51,40,False,False
425,143,9,6,28365.2,0,False,False
648,215,3,3,1092.07,5,False,False
3410,1142,114,5,3091.15,25,False,False
845,280,43,5,12579.23,0,False,False
1419,481,63,-3,17832.01,40,True,False
5299,1796,142,5,28443.81,25,False,False
2664,901,15,2,33179.07,20,False,False
2661,900,72,6,22215.48,5,False,False
996,327,103,3,7004.74,40,False,False
5069,1721,139,1,2332.76,25,False,False
1105,365,119,5,3855.01,40,False,False
2116,711,139,1,2315.79,20,False,False
1292,435,41,3,17260.7,20,False,False
2660,900,82,1,10379.21,30,False,False
55,18,1,6,18834.81,40,False,False
5755,1939,112,4,28662.83,0,False,False
5790,1952,46,6,5511.13,20,False,False
4975,1689,93,1,24505.48,40,False,False
5186,1758,146,4,14632.03,0,False,False
2369,802,96,3,22045.06,5,False,False
1817,614,133,1,14659.74,10,False,False
3699,1240,10,3,24110.37,20,False,False
6439,2168,4,4,11387.16,0,False,False
1479,504,100,6,7268.59,10,False,False
5772,1944,84,-1,13557.1,15,True,False
6467,2177,49,2,7773.93,0,False,False
77,27,93,5,22090.46,0,False,False
4496,1522,57,5,3430.16,0,False,False
5918,1993,147,1,7270.63,20,False,False
1544,524,40,1,12854.14,0,False,False
688,228,42,2,4244.16,20,False,False
1996,674,77,1,19058.52,5,False,False
3127,1053,41,4,17561.24,40,False,False
1997,674,9,1,30848.75,15,False,False
1100,364,22,5,5012.78,0,False,False
2493,841,27,2,11426.39,25,False,False
2533,855,146,5,13523.6,0,False,False
4104,1381,32,2,23200.48,0,False,False
3893,1308,54,6,20758.65,25,False,False
4822,1634,66,4,10034.74,15,False,False
5574,1882,136,3,31729.83,30,False,False
5933,1998,79,5,6076.45,40,False,False
3095,1044,88,1,35293.08,5,False,False
5082,1727,10,3,27375.72,0,False,False
3167,1068,45,4,30678.4,40,False,False
2357,799,108,5,27001.56,25,False,False
1895,637,25,6,28918.69,15,False,False
1058,348,66,5,11529.14,0,False,False
1494,509,81,5,5608.94,0,False,False
3703,1242,100,1,7846.07,30,False,False
5867,1977,37,3,18566.83,30,False,False
5376,1821,123,4,17958.71,0,False,False
3847,1292,81,4,5646.03,0,False,False
1408,476,140,5,11836.1,0,False,False
299,100,134,3,2079.33,0,False,False
5685,1916,143,6,27786.66,25,False,False
6345,2137,69,1,9935.07,20,False,False
3828,1287,62,4,33195.06,0,False,False
3619,1212,67,6,24898.1,5,False,False
2485,838,95,3,15093.97,25,False,False
1225,409,90,3,8513.43,30,False,False
1188,395,132,2,19012.29,40,False,False
5908,1990,17,5,23485.52,25,False,False
5051,1716,7,1,5232.21,0,False,False
5977,2015,34,5,8893.45,15,False,False
994,327,108,3,24329.73,15,False,False
2903,983,77,1,18472.47,5,False,False
358,121,34,1,11099.21,25,False,False
4923,1670,36,5,27132.56,25,False,False
1826,616,115,4,34549.16,20,False,False
1417,480,58,3,12448.81,5,False,False
4649,1576,92,1,24468.95,25,False,False
4834,1638,41,5,16505.81,30,False,False
5259,1779,23,2,16147.5,0,False,False
2804,951,136,5,28433.86,5,False,False
1296,436,23,3,19600.76,0,False,False
1039,344,124,4,20492.33,15,False,False
6411,2160,146,1,14613.07,40,False,False
4600,1560,28,6,5913.51,30,False,False
1794,606,120,6,20050.08,25,False,False
578,191,30,6,20853.55,5,False,False
4549,1543,125,2,23596.42,0,False,False
5979,2016,20,6,21437.76,5,False,False
3243,1092,116,2,7721.0,15,False,False
1087,358,48,1,12488.26,10,False,False
3060,1031,28,2,5743.19,10,False,False
4219,1417,6,1,23134.37,30,False,False
1589,540,79,5,6001.54,0,False,False
2830,961,88,3,36666.77,0,False,False
2787,945,133,1,14793.69,20,False,False
317,108,101,1,6184.84,0,False,False
2101,707,4,2,15018.78,0,False,False
311,105,76,1,28276.93,15,False,False
99,35,46,5,6017.05,30,False,False
2920,989,14,-1,1084.12,25,True,False
4287,1444,108,6,27025.12,30,False,False
5758,1939,80,5,19738.3,0,False,False
5585,1884,114,6,3275.02,0,False,False
6061,2041,133,3,15967.03,25,False,False
1620,550,94,4,2066.08,0,False,False
2212,744,19,3,9600.84,25,False,False
5256,1778,20,-3,27206.16,0,True,False
5915,1991,63,4,18891.38,20,False,False
5106,1734,86,5,14671.54,0,False,False
6201,2092,11,2,28103.31,25,False,False
4133,1389,122,2,7562.87,5,False,False
600,197,138,-2,19175.64,20,True,False
4027,1352,122,1,7727.91,40,False,False
791,261,136,1,25906.52,30,False,False
1019,337,115,5,27925.13,0,False,False
2984,1009,109,6,16378.99,0,False,False
3537,1184,68,6,23062.56,40,False,False
1732,587,2,6,22068.14,30,False,False
3227,1087,97,5,27322.55,15,False,False
744,247,58,1,10621.43,15,False,False
4734,1606,73,3,21374.73,30,False,False
56,19,11,3,27648.34,0,False,False
2456,830,119,3,4390.01,30,False,False
1083,357,78,2,14413.27,15,False,False
1239,413,71,6,24742.17,0,False,False
3173,1070,55,6,2888.85,0,False,False
1168,389,138,6,19001.27,0,False,False
2103,708,129,3,33819.44,30,False,False
6393,2151,59,2,7335.92,40,False,False
5643,1904,75,5,6480.11,20,False,False
4560,1547,134,1,2250.2,0,False,False
2314,785,79,3,6400.91,0,False,False
5990,2020,28,2,6359.92,40,False,False
5883,1982,114,6,2896.36,20,False,False
3172,1069,59,1,6682.01,0,False,False
5701,1921,105,6,11408.09,20,False,False
4235,1422,51,5,344.44,20,False,False
6043,2036,36,2,23540.7,20,False,False
1875,632,133,5,14715.31,5,False,False
327,111,98,2,6274.06,0,False,False
4173,1402,13,1,24159.49,5,False,False
5229,1772,103,3,6700.13,5,False,False
1421,481,76,3,27405.62,0,False,False
4125,1387,134,3,1794.39,0,False,False
448,150,120,6,25188.71,15,False,False
5002,1700,81,-3,5582.56,25,True,False
1319,444,43,4,13345.42,0,False,False
6302,2124,46,1,5834.4,5,False,False
739,246,4,4,13246.58,0,False,False
4827,1636,62,5,26005.51,15,False,False
3249,1094,58,4,11612.18,30,False,False
5823,1961,15,1,29732.69,25,False,False
4956,1680,46,5,5893.27,40,False,False
4191,1407,129,4,30322.96,30,False,False
1290,435,120,4,27417.24,0,False,False
1578,535,106,2,19246.05,40,False,False
1623,550,102,1,1528.3,5,False,False
5501,1858,97,3,32584.77,20,False,False
2825,958,138,4,15878.76,5,False,False
4698,1593,54,1,19441.12,10,False,False
4143,1394,93,1,25454.87,30,False,False
6344,2136,104,2,383.29,0,False,False
3644,1221,47,2,12033.65,15,False,False
3194,1077,127,4,20696.73,30,False,False
3979,1334,143,6,35017.06,15,False,False
2817,955,114,6,3439.43,0,False,False
5540,1871,39,2,31005.15,30,False,False
900,297,103,3,7274.03,0,False,False
2810,954,77,6,16762.4,0,False,False
2012,680,62,-2,31236.89,15,True,False
5235,1773,111,6,17015.32,5,False,False
3888,1307,16,4,3165.56,0,False,False
620,204,11,6,26347.42,20,False,False
2048,689,62,4,27153.27,15,False,False
4633,1570,36,6,23286.65,20,False,False
5157,1749,109,3,13481.68,30,False,False
6016,2029,28,2,6692.55,30,False,False
6168,2080,16,2,2623.12,0,False,False
5497,1857,25,6,33975.54,5,False,False
3872,1301,72,4,20617.43,20,False,False
2326,788,21,4,28920.12,0,False,False
