order_id,customer_id,order_date,status,region_code,customer_id_missing
38,48.0,2023-11-23 17:56:53,DELIVERED,CENTRAL,False
39,34.0,2025-05-15 09:55:34,DELIVERED,SOUTH,False
40,408.0,2023-11-07 18:13:07,DELIVERED,CENTRAL,False
41,399.0,2025-06-28 13:27:00,DELIVERED,SOUTH,False
42,81.0,2024-12-23 23:27:19,DELIVERED,NORTH,False
43,78.0,2025-05-03 01:38:19,DELIVERED,CENTRAL,False
44,335.0,2025-03-29 18:03:56,DELIVERED,WEST,False
45,365.0,2025-06-12 18:41:06,DELIVERED,CENTRAL,False
46,88.0,2025-03-06 18:14:37,DELIVERED,NORTH,False
47,158.0,2024-09-01 03:42:47,DELIVERED,WEST,False
48,110.0,2025-04-30 21:15:29,DELIVERED,EAST,False
49,105.0,2024-01-11 22:06:34,DELIVERED,CENTRAL,False
50,418.0,2025-06-19 06:05:10,DELIVERED,NORTH,False
51,333.0,2025-06-26 16:12:31,DELIVERED,NORTH,False
52,573.0,2025-01-05 06:31:27,SHIPPED,WEST,False
53,276.0,2024-07-19 21:29:37,SHIPPED,SOUTH,False
54,432.0,2025-03-11 09:53:36,PLACED,EAST,False
55,508.0,2025-05-18 05:21:12,DELIVERED,SOUTH,False
56,406.0,2024-06-07 00:58:39,DELIVERED,EAST,False
57,441.0,2025-06-10 20:08:36,DELIVERED,SOUTH,False
58,182.0,2024-11-06 07:43:25,DELIVERED,WEST,False
59,249.0,2024-11-24 13:28:47,CANCELLED,WEST,False
60,578.0,2024-11-04 04:32:34,DELIVERED,CENTRAL,False
61,,2024-12-16 20:14:22,DELIVERED,WEST,True
62,71.0,2025-03-13 18:57:07,SHIPPED,EAST,False
63,158.0,2025-05-19 12:58:21,DELIVERED,WEST,False
64,491.0,2025-04-18 05:48:54,DELIVERED,WEST,False
65,369.0,2025-04-01 00:39:10,RETURNED,NORTH,False
66,364.0,2025-01-11 14:23:13,PLACED,WEST,False
67,340.0,2025-04-19 10:49:22,PLACED,EAST,False
68,532.0,2025-06-26 18:31:38,DELIVERED,WEST,False
69,475.0,2025-06-21 11:50:38,DELIVERED,SOUTH,False
70,26.0,2025-05-19 11:45:09,DELIVERED,NORTH,False
71,146.0,2024-07-22 13:19:00,DELIVERED,SOUTH,False
72,357.0,2025-05-28 22:09:23,DELIVERED,WEST,False
73,308.0,2024-08-18 08:28:34,SHIPPED,EAST,False
74,169.0,2025-02-24 17:26:00,DELIVERED,EAST,False
75,474.0,2025-06-11 15:03:56,DELIVERED,SOUTH,False
76,443.0,2025-03-30 19:32:51,DELIVERED,SOUTH,False
77,440.0,2024-06-17 00:25:27,SHIPPED,EAST,False
78,65.0,2025-02-15 10:32:42,CANCELLED,SOUTH,False
79,202.0,2025-05-18 10:10:11,DELIVERED,WEST,False
80,321.0,2025-05-22 16:20:34,DELIVERED,NORTH,False
81,469.0,2024-11-16 12:28:28,DELIVERED,EAST,False
82,87.0,2025-03-04 01:02:24,SHIPPED,EAST,False
83,383.0,2025-06-20 07:17:49,DELIVERED,CENTRAL,False
84,393.0,2025-05-30 03:30:13,DELIVERED,SOUTH,False
85,502.0,2024-03-16 08:16:13,DELIVERED,WEST,False
86,368.0,2025-06-22 19:54:18,SHIPPED,WEST,False
87,518.0,2024-12-31 06:06:09,DELIVERED,WEST,False
88,455.0,2025-02-19 19:00:34,DELIVERED,SOUTH,False
89,282.0,2025-05-26 21:57:41,SHIPPED,WEST,False
90,508.0,2025-04-13 23:38:19,DELIVERED,EAST,False
91,376.0,2025-06-26 13:52:53,PLACED,WEST,False
92,436.0,2024-09-18 18:35:25,DELIVERED,SOUTH,False
93,34.0,2025-06-10 15:57:08,CANCELLED,NORTH,False
94,121.0,2025-06-23 05:24:39,SHIPPED,CENTRAL,False
95,439.0,2025-06-24 00:20:44,DELIVERED,SOUTH,False
96,584.0,2025-04-04 05:50:14,DELIVERED,SOUTH,False
97,300.0,2024-10-24 08:46:52,RETURNED,CENTRAL,False
98,98.0,2024-05-15 07:33:37,DELIVERED,NORTH,False
99,130.0,2025-06-22 01:13:16,SHIPPED,EAST,False
100,403.0,2025-05-07 01:02:34,DELIVERED,WEST,False
101,78.0,2025-05-31 12:27:34,DELIVERED,WEST,False
102,285.0,2025-01-22 14:12:50,DELIVERED,WEST,False
103,3.0,2024-12-13 04:08:35,DELIVERED,EAST,False
104,548.0,2025-05-10 10:58:50,DELIVERED,SOUTH,False
105,331.0,2024-12-26 06:33:29,DELIVERED,CENTRAL,False
106,352.0,2025-06-06 08:24:03,DELIVERED,WEST,False
107,,2025-05-22 21:53:04,DELIVERED,NORTH,True
108,439.0,2025-06-24 10:55:46,RETURNED,EAST,False
109,281.0,2024-04-06 11:59:00,DELIVERED,EAST,False
110,170.0,2023-11-02 05:23:05,DELIVERED,SOUTH,False
111,94.0,2025-06-05 14:53:49,DELIVERED,SOUTH,False
112,532.0,2025-06-28 06:03:33,PLACED,EAST,False
113,433.0,2025-04-02 15:58:51,SHIPPED,NORTH,False
114,105.0,2023-12-20 03:48:57,CANCELLED,SOUTH,False
115,137.0,2025-03-10 07:50:46,SHIPPED,CENTRAL,False
116,169.0,2025-05-11 22:01:26,SHIPPED,SOUTH,False
117,454.0,2024-07-15 17:44:03,SHIPPED,NORTH,False
118,394.0,2025-06-17 12:47:03,DELIVERED,SOUTH,False
119,87.0,2024-04-08 18:10:07,DELIVERED,CENTRAL,False
120,28.0,2025-06-26 09:33:56,SHIPPED,CENTRAL,False
121,402.0,2025-03-30 09:19:32,DELIVERED,SOUTH,False
122,116.0,2024-08-20 06:05:22,DELIVERED,CENTRAL,False
123,13.0,2025-04-27 02:50:22,SHIPPED,CENTRAL,False
124,560.0,2025-06-26 10:57:45,DELIVERED,NORTH,False
125,,2023-07-23 10:53:54,SHIPPED,NORTH,True
126,408.0,2024-10-06 11:54:22,DELIVERED,WEST,False
127,412.0,2023-09-13 00:33:56,DELIVERED,SOUTH,False
128,318.0,2025-03-14 08:16:01,SHIPPED,SOUTH,False
129,401.0,2025-05-24 17:59:25,CANCELLED,NORTH,False
130,448.0,2024-07-02 08:31:24,PLACED,WEST,False
131,57.0,2024-08-19 05:35:04,DELIVERED,SOUTH,False
132,141.0,2025-02-23 20:54:02,DELIVERED,EAST,False
133,266.0,2025-02-24 10:06:13,DELIVERED,EAST,False
134,121.0,2025-06-21 14:15:05,DELIVERED,WEST,False
135,66.0,2024-09-03 05:44:12,DELIVERED,NORTH,False
136,524.0,2024-11-29 20:35:52,CANCELLED,SOUTH,False
137,262.0,2024-12-24 23:08:35,DELIVERED,NORTH,False
138,522.0,2024-01-17 23:52:49,CANCELLED,SOUTH,False
139,,2024-03-09 17:00:49,SHIPPED,NORTH,True
140,430.0,2025-01-30 14:19:01,DELIVERED,EAST,False
141,80.0,2025-06-28 22:28:18,DELIVERED,NORTH,False
142,529.0,2024-11-24 20:05:07,PLACED,WEST,False
143,319.0,2024-12-29 02:39:56,DELIVERED,EAST,False
144,578.0,2025-01-24 01:16:48,SHIPPED,EAST,False
145,506.0,2025-06-21 00:38:19,DELIVERED,CENTRAL,False
146,252.0,2024-11-03 11:22:49,DELIVERED,SOUTH,False
147,10.0,2024-09-18 05:10:35,DELIVERED,EAST,False
148,543.0,2025-06-16 13:29:07,RETURNED,SOUTH,False
149,96.0,2024-11-09 01:10:48,CANCELLED,CENTRAL,False
150,382.0,2024-08-14 02:16:37,PLACED,NORTH,False
151,404.0,2025-01-29 12:44:07,PLACED,SOUTH,False
152,268.0,2024-12-29 16:11:30,DELIVERED,EAST,False
153,279.0,2025-01-14 17:24:52,SHIPPED,CENTRAL,False
154,109.0,2025-06-06 23:30:38,DELIVERED,NORTH,False
155,213.0,2025-05-19 12:10:20,DELIVERED,NORTH,False
156,312.0,2025-06-29 08:38:58,PLACED,EAST,False
157,255.0,2025-06-28 03:48:31,PLACED,EAST,False
158,179.0,2025-03-13 00:51:10,CANCELLED,CENTRAL,False
159,256.0,2025-06-07 14:21:46,CANCELLED,SOUTH,False
160,64.0,2025-03-11 23:15:43,SHIPPED,SOUTH,False
161,382.0,2025-02-07 01:17:04,DELIVERED,CENTRAL,False
162,77.0,2025-04-12 02:47:53,SHIPPED,WEST,False
163,95.0,2025-01-10 18:16:08,RETURNED,NORTH,False
164,588.0,2024-07-20 10:37:12,DELIVERED,NORTH,False
165,437.0,2024-07-13 05:21:35,RETURNED,EAST,False
166,153.0,2024-05-09 21:54:44,DELIVERED,EAST,False
167,564.0,2025-05-04 00:26:45,DELIVERED,SOUTH,False
168,539.0,2024-11-08 18:13:31,CANCELLED,NORTH,False
169,368.0,2025-03-23 03:29:29,DELIVERED,CENTRAL,False
170,398.0,2024-10-01 01:17:11,DELIVERED,SOUTH,False
171,,2025-02-19 16:20:42,PLACED,WEST,True
172,599.0,2025-06-12 15:35:37,SHIPPED,SOUTH,False
173,58.0,2025-06-28 06:32:44,SHIPPED,WEST,False
174,178.0,2025-03-29 04:41:13,DELIVERED,EAST,False
175,29.0,2025-06-13 03:28:43,DELIVERED,CENTRAL,False
176,505.0,2025-05-11 01:56:06,DELIVERED,NORTH,False
177,225.0,2025-03-24 20:52:16,PLACED,CENTRAL,False
178,134.0,2025-02-19 16:12:32,RETURNED,EAST,False
179,152.0,2025-06-25 22:53:54,SHIPPED,NORTH,False
180,374.0,2025-01-14 02:01:18,RETURNED,WEST,False
181,345.0,2024-11-11 04:39:18,RETURNED,WEST,False
182,499.0,2025-06-23 05:35:50,DELIVERED,CENTRAL,False
183,366.0,2025-05-23 16:10:49,CANCELLED,WEST,False
184,302.0,2024-01-30 21:56:44,PLACED,CENTRAL,False
185,582.0,2024-05-01 03:39:29,DELIVERED,CENTRAL,False
186,580.0,2023-09-26 20:45:19,SHIPPED,NORTH,False
187,328.0,2025-06-21 00:54:02,RETURNED,EAST,False
188,272.0,2024-10-22 10:23:57,PLACED,EAST,False
189,2.0,2024-01-14 09:32:01,DELIVERED,SOUTH,False
190,505.0,2025-01-04 03:42:50,DELIVERED,WEST,False
191,592.0,2025-05-30 19:28:33,SHIPPED,WEST,False
192,35.0,2024-05-02 01:29:42,DELIVERED,NORTH,False
193,175.0,2025-03-07 15:02:32,PLACED,NORTH,False
194,495.0,2025-06-02 09:36:53,RETURNED,SOUTH,False
195,445.0,2025-03-27 12:09:24,DELIVERED,SOUTH,False
196,568.0,2025-06-17 19:45:56,DELIVERED,EAST,False
197,99.0,2024-11-22 06:38:09,DELIVERED,WEST,False
198,370.0,2023-09-13 23:07:38,DELIVERED,CENTRAL,False
199,100.0,2025-05-23 05:59:03,DELIVERED,NORTH,False
200,119.0,2024-03-24 12:07:26,DELIVERED,EAST,False
201,558.0,2024-11-20 12:00:52,CANCELLED,EAST,False
202,46.0,2025-06-03 13:31:26,DELIVERED,EAST,False
203,155.0,2025-06-04 16:40:00,DELIVERED,CENTRAL,False
204,233.0,2025-06-07 17:59:09,DELIVERED,CENTRAL,False
205,549.0,2025-03-01 15:52:28,DELIVERED,SOUTH,False
206,81.0,2024-10-02 15:41:12,DELIVERED,CENTRAL,False
207,530.0,2025-04-26 22:37:48,DELIVERED,NORTH,False
208,460.0,2024-07-07 06:41:51,SHIPPED,SOUTH,False
209,130.0,2025-05-21 01:43:15,RETURNED,WEST,False
210,152.0,2025-06-26 18:33:41,RETURNED,NORTH,False
211,570.0,2024-07-16 15:14:02,CANCELLED,CENTRAL,False
212,13.0,2025-06-16 23:39:37,DELIVERED,NORTH,False
213,152.0,2025-06-24 00:15:34,DELIVERED,NORTH,False
214,577.0,2025-05-03 17:52:59,DELIVERED,CENTRAL,False
215,421.0,2025-05-24 15:28:58,DELIVERED,CENTRAL,False
216,177.0,2025-06-13 16:26:25,DELIVERED,WEST,False
217,,2025-04-21 22:51:54,DELIVERED,NORTH,True
218,276.0,2024-09-13 06:47:52,CANCELLED,EAST,False
219,504.0,2025-06-10 07:19:40,PLACED,SOUTH,False
220,454.0,2024-10-04 05:25:08,DELIVERED,NORTH,False
221,217.0,2024-12-10 06:12:20,DELIVERED,EAST,False
222,528.0,2025-02-11 17:43:50,DELIVERED,WEST,False
223,537.0,2025-06-02 10:12:18,SHIPPED,SOUTH,False
224,256.0,2025-06-04 14:31:50,RETURNED,SOUTH,False
225,476.0,2024-09-17 08:14:17,RETURNED,NORTH,False
226,501.0,2025-06-25 16:13:18,RETURNED,WEST,False
227,359.0,2025-05-05 10:09:29,CANCELLED,NORTH,False
228,396.0,2025-03-30 19:41:43,DELIVERED,SOUTH,False
229,231.0,2025-04-29 14:17:19,DELIVERED,CENTRAL,False
230,,2025-01-27 01:54:52,DELIVERED,WEST,True
231,178.0,2025-06-19 17:31:28,SHIPPED,CENTRAL,False
232,313.0,2024-12-31 21:25:42,DELIVERED,EAST,False
233,224.0,2024-07-20 11:52:53,DELIVERED,CENTRAL,False
234,105.0,2023-10-06 16:58:07,DELIVERED,EAST,False
235,290.0,2024-02-18 19:59:40,DELIVERED,EAST,False
236,333.0,2025-06-25 08:38:54,DELIVERED,EAST,False
237,530.0,2024-12-19 07:46:39,CANCELLED,CENTRAL,False
238,328.0,2025-06-27 06:17:04,PLACED,WEST,False
239,266.0,2025-04-14 06:39:26,DELIVERED,CENTRAL,False
240,586.0,2024-09-19 12:16:30,DELIVERED,CENTRAL,False
241,488.0,2025-06-29 22:16:05,DELIVERED,SOUTH,False
242,572.0,2025-01-22 08:18:30,DELIVERED,EAST,False
243,573.0,2024-12-13 02:19:14,CANCELLED,NORTH,False
244,229.0,2024-08-21 12:29:03,CANCELLED,EAST,False
245,302.0,2024-10-18 05:07:28,DELIVERED,CENTRAL,False
246,73.0,2025-04-15 09:24:23,DELIVERED,WEST,False
247,424.0,2024-09-27 23:53:38,SHIPPED,SOUTH,False
248,584.0,2025-05-15 16:52:29,CANCELLED,SOUTH,False
249,500.0,2025-06-21 01:46:14,SHIPPED,NORTH,False
250,,2023-12-30 10:55:44,DELIVERED,CENTRAL,True
251,502.0,2025-04-05 21:23:31,PLACED,CENTRAL,False
252,440.0,2024-06-28 07:47:58,DELIVERED,NORTH,False
253,,2023-11-02 21:21:03,RETURNED,EAST,True
254,544.0,2025-05-06 12:04:33,PLACED,SOUTH,False
255,353.0,2025-02-07 04:54:38,DELIVERED,CENTRAL,False
256,67.0,2024-11-18 18:07:33,DELIVERED,CENTRAL,False
257,346.0,2024-09-18 20:06:20,RETURNED,EAST,False
258,502.0,2024-05-10 00:55:18,SHIPPED,WEST,False
259,,2023-11-22 05:39:11,SHIPPED,NORTH,True
260,174.0,2024-09-22 19:57:10,DELIVERED,NORTH,False
261,262.0,2025-06-10 16:04:36,DELIVERED,NORTH,False
262,21.0,2024-04-20 11:09:59,DELIVERED,WEST,False
263,259.0,2024-10-24 11:23:19,SHIPPED,NORTH,False
264,104.0,2024-12-19 13:34:39,DELIVERED,SOUTH,False
265,108.0,2025-02-18 16:18:56,SHIPPED,NORTH,False
266,510.0,2025-06-21 09:51:36,DELIVERED,CENTRAL,False
267,367.0,2025-06-18 14:15:10,SHIPPED,CENTRAL,False
268,213.0,2025-05-30 16:06:45,PLACED,NORTH,False
269,588.0,2025-01-19 15:28:21,RETURNED,CENTRAL,False
270,104.0,2025-06-25 18:18:36,SHIPPED,EAST,False
271,52.0,2025-03-26 09:08:35,CANCELLED,EAST,False
272,321.0,2025-01-09 21:07:34,PLACED,NORTH,False
273,,2023-09-16 11:51:33,SHIPPED,EAST,True
274,275.0,2025-01-03 02:22:08,DELIVERED,NORTH,False
275,468.0,2024-11-20 13:40:04,DELIVERED,WEST,False
276,171.0,2025-01-25 22:52:54,DELIVERED,SOUTH,False
277,495.0,2025-06-11 21:24:44,DELIVERED,CENTRAL,False
278,368.0,2025-04-17 17:08:12,DELIVERED,SOUTH,False
279,500.0,2025-06-15 17:47:27,DELIVERED,NORTH,False
280,322.0,2024-05-28 14:24:39,DELIVERED,CENTRAL,False
281,230.0,2025-06-01 01:42:03,DELIVERED,CENTRAL,False
282,255.0,2025-06-28 22:11:09,DELIVERED,WEST,False
283,572.0,2024-12-04 04:35:35,RETURNED,CENTRAL,False
284,508.0,2024-06-19 11:21:06,DELIVERED,SOUTH,False
285,285.0,2023-09-10 02:36:19,DELIVERED,WEST,False
286,241.0,2024-12-18 14:45:15,CANCELLED,WEST,False
287,511.0,2025-01-26 05:57:13,RETURNED,NORTH,False
288,423.0,2024-09-10 21:58:40,PLACED,NORTH,False
289,312.0,2025-01-27 20:06:08,DELIVERED,WEST,False
290,373.0,2025-06-05 15:14:06,CANCELLED,EAST,False
291,485.0,2025-04-24 15:28:28,DELIVERED,NORTH,False
292,228.0,2023-10-16 16:57:14,CANCELLED,EAST,False
293,383.0,2025-06-23 16:00:34,CANCELLED,WEST,False
294,420.0,2024-07-26 12:57:12,SHIPPED,NORTH,False
295,403.0,2025-03-14 20:43:11,DELIVERED,EAST,False
296,425.0,2024-10-01 01:24:53,CANCELLED,CENTRAL,False
297,462.0,2025-01-15 06:19:40,RETURNED,SOUTH,False
298,5.0,2025-01-01 22:42:28,DELIVERED,WEST,False
299,495.0,2025-06-23 17:56:24,RETURNED,SOUTH,False
300,178.0,2025-03-19 22:18:08,DELIVERED,CENTRAL,False
301,517.0,2025-06-14 03:34:39,RETURNED,SOUTH,False
302,352.0,2025-06-18 06:44:13,SHIPPED,WEST,False
303,525.0,2025-03-15 01:02:10,DELIVERED,EAST,False
304,567.0,2024-10-16 08:12:25,SHIPPED,EAST,False
305,136.0,2025-06-14 23:20:37,RETURNED,CENTRAL,False
306,331.0,2024-08-17 15:18:35,DELIVERED,CENTRAL,False
307,428.0,2025-06-18 16:40:10,CANCELLED,NORTH,False
308,26.0,2025-04-09 21:58:07,DELIVERED,SOUTH,False
309,165.0,2024-07-01 14:54:03,SHIPPED,NORTH,False
310,303.0,2024-09-09 05:25:34,PLACED,WEST,False
311,576.0,2025-05-10 18:40:26,DELIVERED,SOUTH,False
312,295.0,2025-02-09 05:15:52,RETURNED,WEST,False
313,321.0,2025-04-17 20:20:54,DELIVERED,SOUTH,False
314,454.0,2024-07-22 04:31:43,DELIVERED,EAST,False
315,560.0,2025-04-25 15:56:54,DELIVERED,SOUTH,False
316,182.0,2025-06-15 05:41:00,RETURNED,CENTRAL,False
317,42.0,2024-11-21 19:57:52,DELIVERED,SOUTH,False
318,262.0,2024-11-17 04:36:59,DELIVERED,SOUTH,False
319,,2025-05-22 06:53:06,PLACED,CENTRAL,True
320,309.0,2025-06-18 06:07:59,DELIVERED,NORTH,False
321,326.0,2025-05-05 02:04:26,SHIPPED,NORTH,False
322,164.0,2025-06-19 02:17:51,DELIVERED,EAST,False
323,219.0,2024-12-26 05:27:03,DELIVERED,SOUTH,False
324,544.0,2025-06-03 02:29:50,CANCELLED,NORTH,False
325,355.0,2025-03-06 03:50:22,DELIVERED,CENTRAL,False
326,41.0,2025-02-08 03:40:46,DELIVERED,NORTH,False
327,554.0,2025-06-23 03:56:30,RETURNED,EAST,False
328,521.0,2024-11-03 01:46:57,DELIVERED,SOUTH,False
329,85.0,2024-03-22 12:45:27,RETURNED,CENTRAL,False
330,68.0,2025-03-04 20:37:32,DELIVERED,WEST,False
331,211.0,2024-11-17 16:27:54,CANCELLED,WEST,False
332,74.0,2024-06-17 10:11:35,DELIVERED,NORTH,False
333,56.0,2025-01-02 03:00:25,DELIVERED,CENTRAL,False
334,265.0,2025-02-18 07:24:46,DELIVERED,WEST,False
335,399.0,2025-06-23 10:27:32,DELIVERED,CENTRAL,False
336,600.0,2024-11-26 16:14:52,PLACED,CENTRAL,False
337,309.0,2025-03-31 19:08:36,RETURNED,WEST,False
338,32.0,2024-12-25 03:46:14,SHIPPED,WEST,False
339,559.0,2024-10-27 13:23:54,SHIPPED,EAST,False
340,12.0,2025-05-08 22:26:19,SHIPPED,NORTH,False
341,,2024-09-06 10:27:11,DELIVERED,NORTH,True
342,353.0,2024-12-30 05:31:52,DELIVERED,CENTRAL,False
343,189.0,2024-04-27 11:47:09,DELIVERED,NORTH,False
344,581.0,2025-06-27 23:06:45,DELIVERED,CENTRAL,False
345,563.0,2023-09-17 19:30:49,PLACED,NORTH,False
346,595.0,2025-04-07 14:28:18,DELIVERED,SOUTH,False
347,72.0,2025-06-27 09:25:42,DELIVERED,EAST,False
348,314.0,2025-06-20 17:43:00,DELIVERED,EAST,False
349,173.0,2025-06-14 02:48:53,DELIVERED,WEST,False
350,369.0,2024-05-23 07:38:31,DELIVERED,WEST,False
351,368.0,2025-05-19 10:40:32,DELIVERED,SOUTH,False
352,84.0,2024-07-27 23:03:36,SHIPPED,CENTRAL,False
353,79.0,2024-11-17 06:46:42,CANCELLED,NORTH,False
354,593.0,2025-04-23 16:03:48,SHIPPED,NORTH,False
355,557.0,2025-05-22 16:39:19,SHIPPED,WEST,False
356,298.0,2024-08-30 23:43:39,DELIVERED,WEST,False
357,11.0,2024-08-20 13:03:39,CANCELLED,CENTRAL,False
358,527.0,2025-02-15 06:10:29,SHIPPED,CENTRAL,False
359,150.0,2025-06-24 20:42:15,RETURNED,NORTH,False
360,500.0,2025-06-18 15:00:14,DELIVERED,NORTH,False
361,531.0,2025-02-18 14:12:48,RETURNED,NORTH,False
362,,2024-10-16 17:22:39,DELIVERED,CENTRAL,True
363,281.0,2024-08-16 12:34:02,DELIVERED,WEST,False
364,375.0,2024-07-28 10:59:44,DELIVERED,SOUTH,False
365,362.0,2025-04-17 23:58:01,DELIVERED,CENTRAL,False
366,,2025-04-16 02:18:36,SHIPPED,NORTH,True
367,288.0,2025-04-19 12:52:14,SHIPPED,CENTRAL,False
368,122.0,2024-11-27 11:58:37,CANCELLED,NORTH,False
369,491.0,2025-01-28 01:36:06,SHIPPED,WEST,False
370,,2023-07-04 12:16:07,DELIVERED,SOUTH,True
371,41.0,2024-11-14 11:52:22,SHIPPED,SOUTH,False
372,416.0,2024-10-11 12:50:02,DELIVERED,EAST,False
373,222.0,2025-05-06 05:26:21,DELIVERED,WEST,False
374,421.0,2025-06-26 08:03:20,DELIVERED,SOUTH,False
375,524.0,2024-10-23 17:30:41,DELIVERED,WEST,False
376,71.0,2024-10-25 12:02:22,SHIPPED,NORTH,False
377,517.0,2025-05-06 21:23:06,SHIPPED,NORTH,False
378,40.0,2025-06-23 05:18:42,DELIVERED,NORTH,False
379,134.0,2024-05-31 22:22:24,DELIVERED,WEST,False
380,380.0,2024-11-20 20:52:26,DELIVERED,WEST,False
381,391.0,2024-12-07 03:03:46,DELIVERED,CENTRAL,False
382,138.0,2024-02-06 16:33:35,SHIPPED,NORTH,False
383,557.0,2025-04-03 09:43:36,PLACED,NORTH,False
384,121.0,2025-03-15 20:31:53,DELIVERED,EAST,False
385,110.0,2025-05-07 00:39:36,DELIVERED,EAST,False
386,434.0,2025-04-18 15:33:14,DELIVERED,WEST,False
387,424.0,2025-04-09 09:59:27,DELIVERED,EAST,False
388,496.0,2024-10-08 02:45:29,DELIVERED,WEST,False
389,122.0,2025-02-02 20:16:01,DELIVERED,SOUTH,False
390,521.0,2024-09-29 02:59:47,CANCELLED,CENTRAL,False
391,54.0,2023-12-08 20:22:25,DELIVERED,NORTH,False
392,483.0,2024-12-31 05:23:09,PLACED,SOUTH,False
393,39.0,2025-03-23 12:21:21,DELIVERED,CENTRAL,False
394,59.0,2025-06-19 15:21:19,SHIPPED,WEST,False
395,207.0,2025-06-18 07:51:53,CANCELLED,EAST,False
396,523.0,2025-04-29 03:51:56,DELIVERED,NORTH,False
397,1.0,2024-12-09 03:29:29,DELIVERED,WEST,False
398,405.0,2025-05-10 17:32:18,DELIVERED,NORTH,False
399,563.0,2024-02-28 23:20:54,DELIVERED,CENTRAL,False
400,284.0,2024-06-21 18:27:14,SHIPPED,WEST,False
401,268.0,2024-09-11 22:53:05,SHIPPED,NORTH,False
402,349.0,2024-08-22 21:12:20,RETURNED,CENTRAL,False
403,589.0,2024-08-06 06:58:31,RETURNED,CENTRAL,False
404,250.0,2025-06-06 08:19:31,DELIVERED,WEST,False
405,29.0,2025-06-25 19:04:18,PLACED,SOUTH,False
406,236.0,2025-04-19 18:02:41,RETURNED,CENTRAL,False
407,270.0,2025-03-02 04:57:51,DELIVERED,EAST,False
408,183.0,2025-04-02 01:49:07,SHIPPED,CENTRAL,False
409,195.0,2025-03-23 19:00:39,SHIPPED,SOUTH,False
410,212.0,2024-02-22 00:44:17,SHIPPED,CENTRAL,False
411,110.0,2025-05-03 15:20:13,DELIVERED,WEST,False
412,555.0,2024-02-11 19:50:30,DELIVERED,EAST,False
413,589.0,2024-08-25 09:23:41,RETURNED,CENTRAL,False
414,228.0,2025-05-19 16:10:15,PLACED,WEST,False
415,554.0,2024-09-27 15:30:21,DELIVERED,SOUTH,False
416,124.0,2025-04-10 12:02:38,DELIVERED,NORTH,False
417,389.0,2025-03-04 15:23:20,DELIVERED,EAST,False
418,270.0,2025-02-28 01:08:54,RETURNED,EAST,False
419,511.0,2025-01-08 06:52:05,DELIVERED,EAST,False
420,411.0,2024-12-17 14:20:10,DELIVERED,CENTRAL,False
421,103.0,2024-07-19 16:12:57,DELIVERED,WEST,False
422,154.0,2025-02-03 16:33:30,SHIPPED,WEST,False
423,530.0,2025-04-12 09:04:42,DELIVERED,EAST,False
424,582.0,2024-05-13 01:21:57,DELIVERED,NORTH,False
