customer_id,revenue,cumulative_revenue,cumulative_percent
59.0,656715.02,132735238.63,45.92
72.0,656300.56,133391539.19,46.14
424.0,655391.12,134046930.3,46.37
82.0,651589.18,134698519.49,46.6
517.0,651140.2,135349659.68,46.82
210.0,649779.91,135999439.6,47.05
386.0,648801.75,136648241.35,47.27
277.0,647753.96,137295995.31,47.49
441.0,646626.43,137942621.75,47.72
496.0,646152.37,138588774.12,47.94
454.0,645633.84,139234407.96,48.16
593.0,643838.71,139878246.67,48.39
261.0,642328.86,140520575.53,48.61
556.0,642051.14,141162626.67,48.83
499.0,641057.58,141803684.25,49.05
314.0,639481.27,142443165.52,49.27
282.0,639196.7,143082362.22,49.5
182.0,638759.54,143721121.77,49.72
301.0,637866.09,144358987.86,49.94
226.0,636610.92,144995598.78,50.16
243.0,635979.08,145631577.86,50.38
104.0,635977.31,146267555.17,50.6
263.0,633805.36,146901360.53,50.82
435.0,630591.99,147531952.52,51.03
368.0,629079.34,148161031.86,51.25
249.0,627464.41,148788496.27,51.47
193.0,625364.54,149413860.81,51.69
10.0,625181.17,150039041.98,51.9
290.0,623813.29,150662855.27,52.12
81.0,623655.57,151286510.84,52.33
178.0,619216.86,151905727.71,52.55
524.0,618849.53,152524577.24,52.76
330.0,618418.73,153142995.96,52.98
486.0,616154.38,153759150.34,53.19
409.0,615959.5,154375109.85,53.4
197.0,615280.56,154990390.4,53.61
399.0,613255.33,155603645.73,53.83
22.0,612707.17,156216352.91,54.04
585.0,609149.06,156825501.96,54.25
245.0,603707.14,157429209.1,54.46
448.0,601100.72,158030309.82,54.67
27.0,599832.27,158630142.09,54.87
569.0,599113.07,159229255.16,55.08
303.0,597957.09,159827212.25,55.29
73.0,596520.49,160423732.74,55.49
136.0,595221.99,161018954.73,55.7
20.0,594557.36,161613512.09,55.91
268.0,593930.97,162207443.06,56.11
403.0,593254.81,162800697.87,56.32
6.0,593092.59,163393790.46,56.52
256.0,591525.26,163985315.72,56.73
113.0,578567.49,164563883.21,56.93
514.0,577148.29,165141031.5,57.13
562.0,576059.85,165717091.35,57.33
154.0,575404.14,166292495.49,57.52
217.0,574260.23,166866755.72,57.72
253.0,572158.24,167438913.96,57.92
98.0,571305.23,168010219.19,58.12
336.0,567858.72,168578077.91,58.31
319.0,567671.1,169145749.02,58.51
295.0,566912.32,169712661.34,58.71
134.0,566906.79,170279568.13,58.9
395.0,566014.99,170845583.12,59.1
475.0,565149.75,171410732.87,59.29
412.0,563773.88,171974506.75,59.49
541.0,563087.35,172537594.1,59.68
354.0,562973.51,173100567.6,59.88
385.0,561314.02,173661881.62,60.07
201.0,561097.49,174222979.11,60.27
220.0,560134.69,174783113.8,60.46
508.0,560035.48,175343149.28,60.66
582.0,559664.35,175902813.64,60.85
185.0,556537.46,176459351.09,61.04
156.0,554749.35,177014100.44,61.23
600.0,553188.51,177567288.95,61.42
543.0,552665.8,178119954.75,61.62
181.0,551647.87,178671602.63,61.81
186.0,549336.45,179220939.07,62.0
124.0,548238.17,179769177.24,62.19
568.0,541269.6,180310446.84,62.37
594.0,539967.27,180850414.11,62.56
219.0,536703.15,181387117.26,62.75
216.0,529800.8,181916918.06,62.93
274.0,529134.38,182446052.44,63.11
402.0,527325.32,182973377.76,63.29
363.0,526390.08,183499767.84,63.48
203.0,526025.92,184025793.76,63.66
36.0,525689.46,184551483.22,63.84
482.0,525493.87,185076977.09,64.02
461.0,525492.55,185602469.64,64.2
327.0,523108.83,186125578.47,64.38
523.0,522436.04,186648014.51,64.57
545.0,521467.14,187169481.65,64.75
165.0,518162.99,187687644.64,64.93
9.0,518024.22,188205668.86,65.1
444.0,516907.0,188722575.87,65.28
160.0,516340.25,189238916.12,65.46
211.0,516040.26,189754956.37,65.64
281.0,510864.17,190265820.54,65.82
446.0,510325.7,190776146.25,65.99
413.0,509820.85,191285967.1,66.17
297.0,506656.7,191792623.8,66.35
436.0,505028.17,192297651.96,66.52
538.0,501659.86,192799311.83,66.69
29.0,501191.03,193300502.86,66.87
162.0,501185.65,193801688.52,67.04
471.0,500162.26,194301850.78,67.21
252.0,499370.99,194801221.76,67.39
539.0,498699.05,195299920.81,67.56
213.0,498282.07,195798202.88,67.73
71.0,497718.91,196295921.79,67.9
137.0,496151.47,196792073.26,68.07
222.0,495349.07,197287422.34,68.25
342.0,495191.14,197782613.47,68.42
241.0,493341.66,198275955.13,68.59
96.0,492862.73,198768817.86,68.76
125.0,491410.05,199260227.92,68.93
62.0,490364.15,199750592.06,69.1
328.0,488784.63,200239376.69,69.27
298.0,487054.5,200726431.19,69.44
377.0,486798.57,201213229.76,69.6
24.0,485854.55,201699084.32,69.77
174.0,483840.11,202182924.43,69.94
273.0,483156.62,202666081.04,70.11
373.0,479692.87,203145773.91,70.27
108.0,477983.76,203623757.67,70.44
507.0,477616.82,204101374.49,70.6
372.0,476916.19,204578290.68,70.77
375.0,475522.02,205053812.69,70.93
164.0,472776.49,205526589.18,71.1
393.0,472219.16,205998808.34,71.26
479.0,470197.37,206469005.71,71.42
478.0,468442.45,206937448.15,71.58
34.0,467689.45,207405137.61,71.75
356.0,466665.02,207871802.63,71.91
151.0,465142.78,208336945.41,72.07
428.0,461739.78,208798685.19,72.23
574.0,461563.28,209260248.47,72.39
18.0,456162.81,209716411.28,72.55
276.0,455615.4,210172026.68,72.7
335.0,455478.63,210627505.31,72.86
4.0,453305.66,211080810.97,73.02
501.0,453053.39,211533864.37,73.17
127.0,452919.56,211986783.93,73.33
288.0,451952.64,212438736.57,73.49
2.0,451520.91,212890257.47,73.64
311.0,447321.98,213337579.45,73.8
590.0,447090.6,213784670.05,73.95
518.0,446066.78,214230736.83,74.11
578.0,444501.31,214675238.14,74.26
254.0,444356.71,215119594.85,74.41
161.0,444192.83,215563787.69,74.57
520.0,443474.1,216007261.79,74.72
30.0,442162.09,216449423.88,74.87
581.0,441191.86,216890615.74,75.03
586.0,440577.38,217331193.13,75.18
566.0,438116.14,217769309.27,75.33
43.0,438039.92,218207349.18,75.48
457.0,437874.73,218645223.91,75.63
153.0,437837.21,219083061.12,75.79
510.0,437774.07,219520835.19,75.94
447.0,437701.57,219958536.76,76.09
320.0,436031.85,220394568.6,76.24
184.0,433857.38,220828425.98,76.39
7.0,433223.33,221261649.31,76.54
466.0,433190.41,221694839.72,76.69
355.0,433043.8,222127883.52,76.84
144.0,429524.43,222557407.94,76.99
334.0,428810.89,222986218.84,77.14
33.0,426983.8,223413202.63,77.28
307.0,426798.91,223840001.54,77.43
114.0,426688.28,224266689.83,77.58
294.0,426204.88,224692894.7,77.73
299.0,425234.09,225118128.79,77.87
50.0,423466.57,225541595.36,78.02
571.0,421968.75,225963564.11,78.17
557.0,420800.17,226384364.28,78.31
279.0,419138.5,226803502.78,78.46
145.0,415574.9,227219077.68,78.6
179.0,415157.76,227634235.44,78.74
411.0,412187.95,228046423.39,78.89
483.0,411300.86,228457724.25,79.03
473.0,411050.63,228868774.88,79.17
47.0,410690.99,229279465.87,79.31
529.0,410506.64,229689972.52,79.45
476.0,409351.18,230099323.7,79.6
341.0,408516.43,230507840.13,79.74
401.0,407792.83,230915632.96,79.88
391.0,404170.3,231319803.26,80.02
54.0,404117.03,231723920.28,80.16
91.0,403240.46,232127160.74,80.3
61.0,403083.17,232530243.91,80.44
498.0,401799.63,232932043.54,80.58
313.0,400949.77,233332993.31,80.72
291.0,399745.58,233732738.89,80.85
224.0,398962.22,234131701.11,80.99
389.0,396243.26,234527944.37,81.13
260.0,394105.58,234922049.95,81.26
414.0,392526.37,235314576.32,81.4
107.0,392428.67,235707005.0,81.54
408.0,392390.69,236099395.69,81.67
418.0,390371.1,236489766.79,81.81
339.0,390138.19,236879904.98,81.94
325.0,384759.35,237264664.33,82.08
215.0,381544.61,237646208.94,82.21
398.0,379339.47,238025548.42,82.34
491.0,378674.86,238404223.27,82.47
221.0,378461.71,238782684.98,82.6
596.0,373937.3,239156622.27,82.73
535.0,373597.82,239530220.1,82.86
332.0,373054.47,239903274.56,82.99
140.0,372224.96,240275499.53,83.12
60.0,371941.17,240647440.69,83.25
138.0,370778.24,241018218.93,83.37
405.0,370278.42,241388497.35,83.5
187.0,369037.59,241757534.94,83.63
283.0,367511.61,242125046.55,83.76
90.0,367087.79,242492134.34,83.88
236.0,366362.09,242858496.43,84.01
173.0,365595.13,243224091.56,84.14
570.0,365253.0,243589344.56,84.26
584.0,364107.42,243953451.98,84.39
231.0,363903.97,244317355.94,84.51
360.0,362250.31,244679606.25,84.64
246.0,361522.11,245041128.37,84.77
493.0,360937.71,245402066.08,84.89
92.0,360159.69,245762225.77,85.01
272.0,359889.79,246122115.57,85.14
183.0,359142.93,246481258.5,85.26
432.0,358550.01,246839808.51,85.39
338.0,358235.96,247198044.47,85.51
536.0,357647.47,247555691.94,85.64
526.0,351374.97,247907066.9,85.76
13.0,349585.84,248256652.74,85.88
343.0,348289.87,248604942.61,86.0
103.0,346248.62,248951191.23,86.12
202.0,346075.54,249297266.77,86.24
481.0,342686.11,249639952.87,86.36
77.0,342003.05,249981955.93,86.47
80.0,341123.71,250323079.63,86.59
397.0,341059.09,250664138.72,86.71
35.0,338859.61,251002998.33,86.83
561.0,338563.28,251341561.61,86.94
359.0,335390.82,251676952.43,87.06
237.0,335377.21,252012329.64,87.18
259.0,334328.46,252346658.11,87.29
289.0,333688.95,252680347.06,87.41
85.0,331211.22,253011558.28,87.52
89.0,327956.41,253339514.69,87.64
511.0,327339.08,253666853.77,87.75
489.0,326632.53,253993486.3,87.86
400.0,325827.77,254319314.07,87.97
305.0,325470.26,254644784.33,88.09
244.0,323255.41,254968039.75,88.2
537.0,321073.98,255289113.72,88.31
420.0,318631.5,255607745.22,88.42
565.0,316834.2,255924579.42,88.53
84.0,314747.7,256239327.12,88.64
257.0,314701.38,256554028.5,88.75
126.0,314543.16,256868571.66,88.86
88.0,313568.96,257182140.62,88.97
575.0,312105.33,257494245.95,89.07
477.0,310270.43,257804516.38,89.18
348.0,309952.99,258114469.38,89.29
227.0,308558.55,258423027.93,89.39
528.0,306909.26,258729937.19,89.5
118.0,306396.95,259036334.14,89.61
361.0,306153.15,259342487.29,89.71
503.0,303601.93,259646089.22,89.82
271.0,301882.35,259947971.57,89.92
115.0,301269.38,260249240.95,90.03
506.0,299746.88,260548987.83,90.13
175.0,298769.06,260847756.9,90.23
5.0,296679.43,261144436.33,90.34
371.0,295256.51,261439692.84,90.44
31.0,294541.99,261734234.82,90.54
345.0,294017.42,262028252.25,90.64
16.0,293340.24,262321592.48,90.74
97.0,293336.1,262614928.58,90.84
376.0,293056.48,262907985.07,90.95
460.0,291692.39,263199677.46,91.05
322.0,291188.11,263490865.56,91.15
206.0,290887.41,263781752.97,91.25
119.0,290336.63,264072089.6,91.35
142.0,289975.24,264362064.84,91.45
94.0,288753.67,264650818.51,91.55
122.0,288606.92,264939425.43,91.65
64.0,282764.06,265222189.49,91.75
415.0,282230.41,265504419.9,91.84
300.0,281233.55,265785653.45,91.94
233.0,280558.96,266066212.41,92.04
225.0,278412.93,266344625.34,92.13
32.0,278232.67,266622858.01,92.23
149.0,273376.64,266896234.65,92.33
28.0,272068.63,267168303.28,92.42
229.0,271735.71,267440038.99,92.51
74.0,269009.85,267709048.85,92.61
57.0,268597.98,267977646.83,92.7
69.0,268198.0,268245844.83,92.79
462.0,265877.17,268511722.0,92.88
116.0,265540.32,268777262.31,92.98
286.0,263886.06,269041148.37,93.07
78.0,263781.96,269304930.33,93.16
484.0,261296.24,269566226.57,93.25
592.0,259402.54,269825629.1,93.34
65.0,259294.99,270084924.09,93.43
353.0,259110.98,270344035.07,93.52
159.0,257003.57,270601038.64,93.61
53.0,256525.95,270857564.59,93.7
358.0,254821.85,271112386.44,93.78
316.0,250429.6,271362816.04,93.87
15.0,247703.62,271610519.66,93.96
180.0,247182.42,271857702.08,94.04
438.0,245900.14,272103602.22,94.13
251.0,241965.97,272345568.19,94.21
247.0,239651.64,272585219.83,94.29
194.0,238707.97,272823927.8,94.38
157.0,234966.75,273058894.55,94.46
44.0,233800.71,273292695.26,94.54
552.0,232109.52,273524804.77,94.62
519.0,231832.73,273756637.51,94.7
540.0,231605.21,273988242.72,94.78
527.0,230235.01,274218477.73,94.86
141.0,230201.5,274448679.23,94.94
188.0,229047.95,274677727.18,95.02
304.0,227218.26,274904945.44,95.1
17.0,223899.91,275128845.35,95.17
14.0,220121.43,275348966.78,95.25
155.0,215796.66,275564763.44,95.32
558.0,214499.9,275779263.34,95.4
337.0,214428.71,275993692.04,95.47
250.0,207673.95,276201365.99,95.54
287.0,207234.81,276408600.8,95.62
410.0,206675.82,276615276.62,95.69
379.0,205739.21,276821015.83,95.76
209.0,203696.04,277024711.87,95.83
467.0,202398.45,277227110.32,95.9
407.0,201969.94,277429080.26,95.97
192.0,201846.68,277630926.94,96.04
349.0,199642.07,277830569.01,96.11
559.0,198723.38,278029292.39,96.18
129.0,198207.39,278227499.78,96.25
344.0,195835.15,278423334.93,96.31
516.0,194922.93,278618257.86,96.38
513.0,194831.09,278813088.95,96.45
293.0,194214.46,279007303.4,96.51
200.0,188782.83,279196086.24,96.58
242.0,186896.1,279382982.33,96.64
384.0,184919.6,279567901.93,96.71
284.0,184610.54,279752512.47,96.77
509.0,184400.08,279936912.55,96.84
564.0,181976.12,280118888.67,96.9
350.0,181549.27,280300437.94,96.96
512.0,177707.91,280478145.85,97.02
191.0,177407.46,280655553.31,97.09
278.0,176970.17,280832523.48,97.15
429.0,176077.54,281008601.03,97.21
66.0,174904.7,281183505.73,97.27
387.0,174456.47,281357962.21,97.33
378.0,173026.64,281530988.84,97.39
406.0,171924.45,281702913.29,97.45
38.0,170501.51,281873414.8,97.51
170.0,169665.73,282043080.54,97.56
248.0,169543.68,282212624.21,97.62
12.0,168741.33,282381365.55,97.68
595.0,162071.53,282543437.08,97.74
555.0,161452.36,282704889.44,97.79
396.0,161102.91,282865992.35,97.85
205.0,159521.44,283025513.78,97.9
25.0,159228.78,283184742.57,97.96
275.0,158574.39,283343316.96,98.01
419.0,154996.55,283498313.51,98.07
534.0,153687.36,283652000.88,98.12
40.0,153330.34,283805331.22,98.17
440.0,152142.83,283957474.05,98.23
369.0,151523.53,284108997.57,98.28
427.0,151475.63,284260473.21,98.33
23.0,147515.02,284407988.23,98.38
417.0,145884.3,284553872.53,98.43
70.0,145048.17,284698920.7,98.48
431.0,141520.12,284840440.82,98.53
19.0,136489.56,284976930.38,98.58
199.0,134920.79,285111851.17,98.63
239.0,133324.09,285245175.26,98.67
45.0,132863.89,285378039.15,98.72
167.0,132685.16,285510724.31,98.76
472.0,130199.93,285640924.24,98.81
370.0,128903.73,285769827.96,98.85
95.0,126740.33,285896568.29,98.9
324.0,122799.32,286019367.61,98.94
597.0,119416.1,286138783.71,98.98
362.0,113480.67,286252264.38,99.02
553.0,111211.8,286363476.18,99.06
52.0,111017.87,286474494.05,99.1
463.0,106735.19,286581229.24,99.13
459.0,105120.39,286686349.62,99.17
525.0,103797.24,286790146.87,99.21
381.0,103641.48,286893788.35,99.24
267.0,103587.58,286997375.92,99.28
357.0,100580.47,287097956.39,99.31
390.0,99167.99,287197124.38,99.35
347.0,94251.33,287291375.72,99.38
416.0,91402.71,287382778.43,99.41
139.0,91097.95,287473876.38,99.44
366.0,90595.7,287564472.08,99.47
51.0,88506.51,287652978.59,99.51
48.0,88257.48,287741236.06,99.54
531.0,87361.92,287828597.98,99.57
326.0,80983.67,287909581.65,99.59
296.0,79345.76,287988927.41,99.62
365.0,78510.0,288067437.41,99.65
196.0,78014.69,288145452.1,99.68
8.0,73628.16,288219080.26,99.7
148.0,71947.31,288291027.57,99.73
591.0,71578.69,288362606.25,99.75
497.0,59575.98,288422182.24,99.77
317.0,59298.26,288481480.5,99.79
198.0,58509.81,288539990.31,99.81
579.0,57447.6,288597437.91,99.83
49.0,57176.85,288654614.76,99.85
172.0,53777.56,288708392.31,99.87
83.0,52723.65,288761115.96,99.89
55.0,51637.54,288812753.5,99.91
3.0,43790.17,288856543.67,99.92
214.0,41806.95,288898350.62,99.94
240.0,39435.5,288937786.13,99.95
168.0,33349.92,288971136.05,99.96
204.0,32632.96,289003769.0,99.97
494.0,30214.49,289033983.5,99.98
190.0,19818.57,289053802.06,99.99
458.0,19459.4,289073261.46,100.0
310.0,16809.52,289090070.98,100.0
388.0,12611.33,289102682.31,100.01
120.0,11443.26,289114125.57,100.01
117.0,11229.16,289125354.72,100.01
223.0,6129.33,289131484.05,100.02
235.0,308.62,289131792.67,100.02
430.0,-21385.15,289110407.51,100.01
452.0,-28108.76,289082298.75,100.0
