customer_id,total_value,quartile,quartile_label
26.0,781752.56,1,Platinum
21.0,780267.84,1,Platinum
102.0,779584.12,1,Platinum
439.0,774573.97,1,Platinum
442.0,772684.98,1,Platinum
425.0,769662.78,1,Platinum
323.0,767072.04,1,Platinum
131.0,766956.2,1,Platinum
485.0,760532.39,1,Platinum
255.0,751826.05,1,Platinum
469.0,750482.84,1,Platinum
433.0,750431.2,1,Platinum
572.0,750377.2,1,Platinum
392.0,747652.54,1,Platinum
599.0,738266.35,1,Platinum
11.0,735451.55,1,Platinum
563.0,735108.72,1,Platinum
234.0,733840.39,1,Platinum
195.0,731601.03,1,Platinum
232.0,728285.6,1,Platinum
576.0,726806.48,1,Platinum
238.0,726190.6,1,Platinum
380.0,716807.56,1,Platinum
99.0,715743.23,1,Platinum
42.0,714941.88,1,Platinum
495.0,714720.38,1,Platinum
340.0,714450.48,1,Platinum
123.0,714046.6,1,Platinum
437.0,708930.76,1,Platinum
106.0,707359.67,1,Platinum
351.0,706949.12,1,Platinum
285.0,705443.26,1,Platinum
573.0,704681.95,1,Platinum
450.0,701263.04,1,Platinum
515.0,700905.74,1,Platinum
39.0,697906.22,1,Platinum
480.0,697767.3,1,Platinum
262.0,693850.86,1,Platinum
302.0,693656.19,1,Platinum
449.0,690971.45,1,Platinum
135.0,690433.58,1,Platinum
445.0,690296.04,1,Platinum
551.0,689993.82,1,Platinum
266.0,689160.97,1,Platinum
426.0,688325.87,1,Platinum
133.0,684092.29,1,Platinum
93.0,681988.65,1,Platinum
464.0,680504.53,1,Platinum
176.0,680025.2,1,Platinum
68.0,676628.18,1,Platinum
112.0,673259.75,1,Platinum
208.0,670370.67,1,Platinum
306.0,670093.0,1,Platinum
292.0,661301.27,1,Platinum
492.0,661264.65,1,Platinum
105.0,660131.67,1,Platinum
59.0,656715.02,2,Gold
72.0,656300.56,2,Gold
424.0,655391.12,2,Gold
82.0,651589.18,2,Gold
517.0,651140.2,2,Gold
210.0,649779.91,2,Gold
386.0,648801.75,2,Gold
277.0,647753.96,2,Gold
441.0,646626.43,2,Gold
496.0,646152.37,2,Gold
454.0,645633.84,2,Gold
593.0,643838.71,2,Gold
261.0,642328.86,2,Gold
556.0,642051.14,2,Gold
499.0,641057.58,2,Gold
314.0,639481.27,2,Gold
282.0,639196.7,2,Gold
182.0,638759.54,2,Gold
301.0,637866.09,2,Gold
226.0,636610.92,2,Gold
243.0,635979.08,2,Gold
104.0,635977.31,2,Gold
263.0,633805.36,2,Gold
435.0,630591.99,2,Gold
368.0,629079.34,2,Gold
249.0,627464.41,2,Gold
193.0,625364.54,2,Gold
10.0,625181.17,2,Gold
290.0,623813.29,2,Gold
81.0,623655.57,2,Gold
178.0,619216.86,2,Gold
524.0,618849.53,2,Gold
330.0,618418.73,2,Gold
486.0,616154.38,2,Gold
409.0,615959.5,2,Gold
197.0,615280.56,2,Gold
399.0,613255.33,2,Gold
22.0,612707.17,2,Gold
585.0,609149.06,2,Gold
245.0,603707.14,2,Gold
448.0,601100.72,2,Gold
27.0,599832.27,2,Gold
569.0,599113.07,2,Gold
303.0,597957.09,2,Gold
73.0,596520.49,2,Gold
136.0,595221.99,2,Gold
20.0,594557.36,2,Gold
268.0,593930.97,2,Gold
403.0,593254.81,2,Gold
6.0,593092.59,2,Gold
256.0,591525.26,2,Gold
113.0,578567.49,2,Gold
514.0,577148.29,2,Gold
562.0,576059.85,2,Gold
154.0,575404.14,2,Gold
217.0,574260.23,2,Gold
253.0,572158.24,2,Gold
98.0,571305.23,2,Gold
336.0,567858.72,2,Gold
319.0,567671.1,2,Gold
295.0,566912.32,2,Gold
134.0,566906.79,2,Gold
395.0,566014.99,2,Gold
475.0,565149.75,2,Gold
412.0,563773.88,2,Gold
541.0,563087.35,2,Gold
354.0,562973.51,2,Gold
385.0,561314.02,2,Gold
201.0,561097.49,2,Gold
220.0,560134.69,2,Gold
508.0,560035.48,2,Gold
582.0,559664.35,2,Gold
185.0,556537.46,2,Gold
156.0,554749.35,2,Gold
600.0,553188.51,2,Gold
543.0,552665.8,2,Gold
181.0,551647.87,2,Gold
186.0,549336.45,2,Gold
124.0,548238.17,2,Gold
568.0,541269.6,2,Gold
594.0,539967.27,2,Gold
219.0,536703.15,2,Gold
216.0,529800.8,2,Gold
274.0,529134.38,2,Gold
402.0,527325.32,2,Gold
363.0,526390.08,2,Gold
203.0,526025.92,2,Gold
36.0,525689.46,2,Gold
482.0,525493.87,2,Gold
461.0,525492.55,2,Gold
327.0,523108.83,2,Gold
523.0,522436.04,2,Gold
545.0,521467.14,2,Gold
165.0,518162.99,2,Gold
9.0,518024.22,2,Gold
444.0,516907.0,2,Gold
160.0,516340.25,2,Gold
211.0,516040.26,2,Gold
281.0,510864.17,2,Gold
446.0,510325.7,2,Gold
413.0,509820.85,2,Gold
297.0,506656.7,2,Gold
436.0,505028.17,2,Gold
538.0,501659.86,2,Gold
29.0,501191.03,2,Gold
162.0,501185.65,2,Gold
471.0,500162.26,2,Gold
252.0,499370.99,2,Gold
539.0,498699.05,2,Gold
213.0,498282.07,2,Gold
71.0,497718.91,2,Gold
137.0,496151.47,2,Gold
222.0,495349.07,2,Gold
342.0,495191.14,2,Gold
241.0,493341.66,2,Gold
96.0,492862.73,2,Gold
125.0,491410.05,2,Gold
62.0,490364.15,2,Gold
328.0,488784.63,2,Gold
298.0,487054.5,2,Gold
377.0,486798.57,2,Gold
24.0,485854.55,2,Gold
174.0,483840.11,2,Gold
273.0,483156.62,2,Gold
373.0,479692.87,2,Gold
108.0,477983.76,2,Gold
507.0,477616.82,2,Gold
372.0,476916.19,2,Gold
375.0,475522.02,2,Gold
164.0,472776.49,2,Gold
393.0,472219.16,2,Gold
479.0,470197.37,2,Gold
478.0,468442.45,2,Gold
34.0,467689.45,2,Gold
356.0,466665.02,2,Gold
151.0,465142.78,2,Gold
428.0,461739.78,2,Gold
574.0,461563.28,2,Gold
18.0,456162.81,2,Gold
276.0,455615.4,2,Gold
335.0,455478.63,2,Gold
4.0,453305.66,2,Gold
501.0,453053.39,2,Gold
127.0,452919.56,2,Gold
288.0,451952.64,2,Gold
2.0,451520.91,2,Gold
311.0,447321.98,2,Gold
590.0,447090.6,3,Silver
518.0,446066.78,3,Silver
578.0,444501.31,3,Silver
254.0,444356.71,3,Silver
161.0,444192.83,3,Silver
520.0,443474.1,3,Silver
30.0,442162.09,3,Silver
581.0,441191.86,3,Silver
586.0,440577.38,3,Silver
566.0,438116.14,3,Silver
43.0,438039.92,3,Silver
457.0,437874.73,3,Silver
153.0,437837.21,3,Silver
510.0,437774.07,3,Silver
447.0,437701.57,3,Silver
320.0,436031.85,3,Silver
184.0,433857.38,3,Silver
7.0,433223.33,3,Silver
466.0,433190.41,3,Silver
355.0,433043.8,3,Silver
144.0,429524.43,3,Silver
334.0,428810.89,3,Silver
33.0,426983.8,3,Silver
307.0,426798.91,3,Silver
114.0,426688.28,3,Silver
294.0,426204.88,3,Silver
299.0,425234.09,3,Silver
50.0,423466.57,3,Silver
571.0,421968.75,3,Silver
557.0,420800.17,3,Silver
279.0,419138.5,3,Silver
145.0,415574.9,3,Silver
179.0,415157.76,3,Silver
411.0,412187.95,3,Silver
483.0,411300.86,3,Silver
473.0,411050.63,3,Silver
47.0,410690.99,3,Silver
529.0,410506.64,3,Silver
476.0,409351.18,3,Silver
341.0,408516.43,3,Silver
401.0,407792.83,3,Silver
391.0,404170.3,3,Silver
54.0,404117.03,3,Silver
91.0,403240.46,3,Silver
61.0,403083.17,3,Silver
498.0,401799.63,3,Silver
313.0,400949.77,3,Silver
291.0,399745.58,3,Silver
224.0,398962.22,3,Silver
389.0,396243.26,3,Silver
260.0,394105.58,3,Silver
414.0,392526.37,3,Silver
107.0,392428.67,3,Silver
408.0,392390.69,3,Silver
418.0,390371.1,3,Silver
339.0,390138.19,3,Silver
325.0,384759.35,3,Silver
215.0,381544.61,3,Silver
398.0,379339.47,3,Silver
491.0,378674.86,3,Silver
221.0,378461.71,3,Silver
596.0,373937.3,3,Silver
535.0,373597.82,3,Silver
332.0,373054.47,3,Silver
140.0,372224.96,3,Silver
60.0,371941.17,3,Silver
138.0,370778.24,3,Silver
405.0,370278.42,3,Silver
187.0,369037.59,3,Silver
283.0,367511.61,3,Silver
90.0,367087.79,3,Silver
236.0,366362.09,3,Silver
173.0,365595.13,3,Silver
570.0,365253.0,3,Silver
584.0,364107.42,3,Silver
231.0,363903.97,3,Silver
360.0,362250.31,3,Silver
246.0,361522.11,3,Silver
493.0,360937.71,3,Silver
92.0,360159.69,3,Silver
272.0,359889.79,3,Silver
183.0,359142.93,3,Silver
432.0,358550.01,3,Silver
338.0,358235.96,3,Silver
536.0,357647.47,3,Silver
526.0,351374.97,3,Silver
13.0,349585.84,3,Silver
343.0,348289.87,3,Silver
103.0,346248.62,3,Silver
202.0,346075.54,3,Silver
481.0,342686.11,3,Silver
77.0,342003.05,3,Silver
80.0,341123.71,3,Silver
397.0,341059.09,3,Silver
35.0,338859.61,3,Silver
561.0,338563.28,3,Silver
359.0,335390.82,3,Silver
237.0,335377.21,3,Silver
259.0,334328.46,3,Silver
289.0,333688.95,3,Silver
85.0,331211.22,3,Silver
89.0,327956.41,3,Silver
511.0,327339.08,3,Silver
489.0,326632.53,3,Silver
400.0,325827.77,3,Silver
305.0,325470.26,3,Silver
244.0,323255.41,3,Silver
537.0,321073.98,3,Silver
420.0,318631.5,3,Silver
565.0,316834.2,3,Silver
84.0,314747.7,3,Silver
257.0,314701.38,3,Silver
126.0,314543.16,3,Silver
88.0,313568.96,3,Silver
575.0,312105.33,3,Silver
477.0,310270.43,3,Silver
348.0,309952.99,3,Silver
227.0,308558.55,3,Silver
528.0,306909.26,3,Silver
118.0,306396.95,3,Silver
361.0,306153.15,3,Silver
503.0,303601.93,3,Silver
271.0,301882.35,3,Silver
115.0,301269.38,3,Silver
506.0,299746.88,3,Silver
175.0,298769.06,3,Silver
5.0,296679.43,3,Silver
371.0,295256.51,3,Silver
31.0,294541.99,3,Silver
345.0,294017.42,3,Silver
16.0,293340.24,3,Silver
97.0,293336.1,3,Silver
376.0,293056.48,3,Silver
460.0,291692.39,3,Silver
322.0,291188.11,3,Silver
206.0,290887.41,3,Silver
119.0,290336.63,3,Silver
142.0,289975.24,3,Silver
94.0,288753.67,3,Silver
122.0,288606.92,3,Silver
64.0,282764.06,3,Silver
415.0,282230.41,3,Silver
300.0,281233.55,3,Silver
233.0,280558.96,3,Silver
225.0,278412.93,3,Silver
32.0,278232.67,3,Silver
149.0,273376.64,4,Bronze
28.0,272068.63,4,Bronze
229.0,271735.71,4,Bronze
74.0,269009.85,4,Bronze
57.0,268597.98,4,Bronze
69.0,268198.0,4,Bronze
462.0,265877.17,4,Bronze
116.0,265540.32,4,Bronze
286.0,263886.06,4,Bronze
78.0,263781.96,4,Bronze
484.0,261296.24,4,Bronze
592.0,259402.54,4,Bronze
65.0,259294.99,4,Bronze
353.0,259110.98,4,Bronze
159.0,257003.57,4,Bronze
53.0,256525.95,4,Bronze
358.0,254821.85,4,Bronze
316.0,250429.6,4,Bronze
15.0,247703.62,4,Bronze
180.0,247182.42,4,Bronze
438.0,245900.14,4,Bronze
251.0,241965.97,4,Bronze
247.0,239651.64,4,Bronze
194.0,238707.97,4,Bronze
157.0,234966.75,4,Bronze
44.0,233800.71,4,Bronze
552.0,232109.52,4,Bronze
519.0,231832.73,4,Bronze
540.0,231605.21,4,Bronze
527.0,230235.01,4,Bronze
141.0,230201.5,4,Bronze
188.0,229047.95,4,Bronze
304.0,227218.26,4,Bronze
17.0,223899.91,4,Bronze
14.0,220121.43,4,Bronze
155.0,215796.66,4,Bronze
558.0,214499.9,4,Bronze
337.0,214428.71,4,Bronze
250.0,207673.95,4,Bronze
287.0,207234.81,4,Bronze
410.0,206675.82,4,Bronze
379.0,205739.21,4,Bronze
209.0,203696.04,4,Bronze
467.0,202398.45,4,Bronze
407.0,201969.94,4,Bronze
192.0,201846.68,4,Bronze
349.0,199642.07,4,Bronze
559.0,198723.38,4,Bronze
129.0,198207.39,4,Bronze
344.0,195835.15,4,Bronze
516.0,194922.93,4,Bronze
513.0,194831.09,4,Bronze
293.0,194214.46,4,Bronze
200.0,188782.83,4,Bronze
242.0,186896.1,4,Bronze
384.0,184919.6,4,Bronze
284.0,184610.54,4,Bronze
509.0,184400.08,4,Bronze
564.0,181976.12,4,Bronze
350.0,181549.27,4,Bronze
512.0,177707.91,4,Bronze
191.0,177407.46,4,Bronze
278.0,176970.17,4,Bronze
429.0,176077.54,4,Bronze
66.0,174904.7,4,Bronze
387.0,174456.47,4,Bronze
378.0,173026.64,4,Bronze
406.0,171924.45,4,Bronze
38.0,170501.51,4,Bronze
170.0,169665.73,4,Bronze
248.0,169543.68,4,Bronze
12.0,168741.33,4,Bronze
595.0,162071.53,4,Bronze
555.0,161452.36,4,Bronze
396.0,161102.91,4,Bronze
205.0,159521.44,4,Bronze
25.0,159228.78,4,Bronze
275.0,158574.39,4,Bronze
419.0,154996.55,4,Bronze
534.0,153687.36,4,Bronze
40.0,153330.34,4,Bronze
440.0,152142.83,4,Bronze
369.0,151523.53,4,Bronze
427.0,151475.63,4,Bronze
23.0,147515.02,4,Bronze
417.0,145884.3,4,Bronze
70.0,145048.17,4,Bronze
431.0,141520.12,4,Bronze
19.0,136489.56,4,Bronze
199.0,134920.79,4,Bronze
239.0,133324.09,4,Bronze
45.0,132863.89,4,Bronze
167.0,132685.16,4,Bronze
472.0,130199.93,4,Bronze
370.0,128903.73,4,Bronze
95.0,126740.33,4,Bronze
324.0,122799.32,4,Bronze
597.0,119416.1,4,Bronze
362.0,113480.67,4,Bronze
553.0,111211.8,4,Bronze
52.0,111017.87,4,Bronze
463.0,106735.19,4,Bronze
459.0,105120.39,4,Bronze
525.0,103797.24,4,Bronze
381.0,103641.48,4,Bronze
267.0,103587.58,4,Bronze
357.0,100580.47,4,Bronze
390.0,99167.99,4,Bronze
347.0,94251.33,4,Bronze
416.0,91402.71,4,Bronze
139.0,91097.95,4,Bronze
366.0,90595.7,4,Bronze
51.0,88506.51,4,Bronze
48.0,88257.48,4,Bronze
531.0,87361.92,4,Bronze
326.0,80983.67,4,Bronze
296.0,79345.76,4,Bronze
365.0,78510.0,4,Bronze
196.0,78014.69,4,Bronze
8.0,73628.16,4,Bronze
148.0,71947.31,4,Bronze
591.0,71578.69,4,Bronze
497.0,59575.98,4,Bronze
317.0,59298.26,4,Bronze
198.0,58509.81,4,Bronze
579.0,57447.6,4,Bronze
49.0,57176.85,4,Bronze
172.0,53777.56,4,Bronze
83.0,52723.65,4,Bronze
55.0,51637.54,4,Bronze
3.0,43790.17,4,Bronze
214.0,41806.95,4,Bronze
240.0,39435.5,4,Bronze
168.0,33349.92,4,Bronze
204.0,32632.96,4,Bronze
494.0,30214.49,4,Bronze
190.0,19818.57,4,Bronze
458.0,19459.4,4,Bronze
310.0,16809.52,4,Bronze
388.0,12611.33,4,Bronze
120.0,11443.26,4,Bronze
117.0,11229.16,4,Bronze
223.0,6129.33,4,Bronze
235.0,308.62,4,Bronze
430.0,-21385.15,4,Bronze
452.0,-28108.76,4,Bronze
